fr_Subject,fr_Predicate,fr_Object,Triple_ID
telles inferieur elles,devrait,-,Directive_2013_48_EU_fr.pdf
presente directive,favorise,enfants compte,Directive_2013_48_EU_fr.pdf
directive renonciation,veille,comprendre consequences,Directive_2013_48_EU_fr.pdf
enfant titulaire,devrait,parentale en,Directive_2013_48_EU_fr.pdf
communication,contraire,-,Directive_2013_48_EU_fr.pdf
tel membre,Journal officiel,-,Directive_2013_48_EU_fr.pdf
particulier celles particulier qui,devrait,-,Directive_2013_48_EU_fr.pdf
enfants qui,devraient,membres limiter exercice,Directive_2013_48_EU_fr.pdf
applique enfant,devrait,-,Directive_2013_48_EU_fr.pdf
cela,engages,expliquant lien,Directive_2013_48_EU_fr.pdf
transmission,estime,-,Directive_2013_48_EU_fr.pdf
union l' celle-ci,peut,adopter mesures,Directive_2013_48_EU_fr.pdf
qui,excede,atteindre objectifs,Directive_2013_48_EU_fr.pdf
protocole er etats,participent,-,Directive_2013_48_EU_fr.pdf
europeenne er danemark,participe,pas presente,Directive_2013_48_EU_fr.pdf
beneficient suspects,definit,tiers,Directive_2013_48_EU_fr.pdf
penale ils,applique,commis infraction,Directive_2013_48_EU_fr.pdf
savoir ils,applique,commis infraction,Directive_2013_48_EU_fr.pdf
dont remise,applique,font objet,Directive_2013_48_EU_fr.pdf
soupconnees qui,applique,-,Directive_2013_48_EU_fr.pdf
-,prejudice,-,Directive_2013_48_EU_fr.pdf
presente imposee directive,FR,qu' s' procedures,Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
-,JO,-,Directive_2013_48_EU_fr.pdf
pleinement suspect,Article,-,Directive_2013_48_EU_fr.pdf
-,droit,-,Directive_2013_48_EU_fr.pdf
membres suspects,veillent,concernees exercer droits,Directive_2013_48_EU_fr.pdf
suspects,ont,poursuivies acces,Directive_2013_48_EU_fr.pdf
cause suspects,ont,poursuivies acces,Directive_2013_48_EU_fr.pdf
ils,-,-,Directive_2013_48_EU_fr.pdf
ils,-,-,Directive_2013_48_EU_fr.pdf
droit,comprend,avocat elements,Directive_2013_48_EU_fr.pdf
y compris ils,veillent,les,Directive_2013_48_EU_fr.pdf
membres suspects,veillent,aient droit,Directive_2013_48_EU_fr.pdf
condition celles-ci,a,effectif sence,Directive_2013_48_EU_fr.pdf
participation,consigne,eu lieu,Directive_2013_48_EU_fr.pdf
national suspect,iii,ii assister confrontations,Directive_2013_48_EU_fr.pdf
etats,efforcent,poursuivies trouver avocat,Directive_2013_48_EU_fr.pdf
a moins ils,.,exercer effectivement exercer droit,Directive_2013_48_EU_fr.pdf
c deroger il,peuvent,poursuiviesurer droit,Directive_2013_48_EU_fr.pdf
3 mesure ou cela,peuvent,-,Directive_2013_48_EU_fr.pdf
il,a,prevenir atteinte,Directive_2013_48_EU_fr.pdf
qui,b,compromettre serieusement compromettre procedure,Directive_2013_48_EU_fr.pdf
etats,respectent,membres confidentialite,Directive_2013_48_EU_fr.pdf
communications,comprennent,rencontres,Directive_2013_48_EU_fr.pdf
-,droit,informer tiers,Directive_2013_48_EU_fr.pdf
ils,veillent,qu',Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
tion,veillent,enfant contraire auquel,Directive_2013_48_EU_fr.pdf
-,consideree,-,Directive_2013_48_EU_fr.pdf
1 deroger cela,peuvent,-,Directive_2013_48_EU_fr.pdf
il,a,prevenir atteinte,Directive_2013_48_EU_fr.pdf
il,b,compromettre serieusement compromettre procedure,Directive_2013_48_EU_fr.pdf
autorite,veillent,-,Directive_2013_48_EU_fr.pdf
droit,-,-,Directive_2013_48_EU_fr.pdf
ils,veillent,famille moins qu',Directive_2013_48_EU_fr.pdf
etats,eu,membres limiter exercice,Directive_2013_48_EU_fr.pdf
droit,-,-,Directive_2013_48_EU_fr.pdf
lesquelles ils,peuvent,choisir autorites,Directive_2013_48_EU_fr.pdf
suspects,ont,consulaires s',Directive_2013_48_EU_fr.pdf
lesquelles droits,peut,permettent donner effet,Directive_2013_48_EU_fr.pdf
-,Conditions generales,-,Directive_2013_48_EU_fr.pdf
derogation,doit,-,Directive_2013_48_EU_fr.pdf
pas qui,proportionnee,-,Directive_2013_48_EU_fr.pdf
-,-,avoir duree,Directive_2013_48_EU_fr.pdf
c,fondee,-,Directive_2013_48_EU_fr.pdf
-,-,porter atteinte,Directive_2013_48_EU_fr.pdf
condition autorisees decision,peuvent,puisse faire objet,Directive_2013_48_EU_fr.pdf
decision,consignee,-,Directive_2013_48_EU_fr.pdf
condition autorisees decision,peuvent,puisse faire objet,Directive_2013_48_EU_fr.pdf
3 qui concerne suspect,veillent,oralement informations,Directive_2013_48_EU_fr.pdf
6.11.2013b renonciation,formulee,-,Directive_2013_48_EU_fr.pdf
lesquelles que elle,consignee,-,Directive_2013_48_EU_fr.pdf
penale ils,veillent,puissent revoquer renonciation,Directive_2013_48_EU_fr.pdf
elle,prend,a partir ou,Directive_2013_48_EU_fr.pdf
-,droit,-,Directive_2013_48_EU_fr.pdf
dont remise,veillent,-,Directive_2013_48_EU_fr.pdf
dont remise,beneficient,-,Directive_2013_48_EU_fr.pdf
dont remise,-,exercer effectivement exercer droits,Directive_2013_48_EU_fr.pdf
qui,b,les,Directive_2013_48_EU_fr.pdf
dont remise,c,-,Directive_2013_48_EU_fr.pdf
cipe cela,consigne,-,Directive_2013_48_EU_fr.pdf
4 que derogation,appliquent,-,Directive_2013_48_EU_fr.pdf
demandee elles,informe,designer avocat,Directive_2013_48_EU_fr.pdf
dont remise,est,afin exercice,Directive_2013_48_EU_fr.pdf
autorite,informe immediate,immediate autorite,Directive_2013_48_EU_fr.pdf
dont remise,fournit,aider designer avocat,Directive_2013_48_EU_fr.pdf
personne,exerce,- decider cadre,Directive_2013_48_EU_fr.pdf
juridictionnelle lequel,entend,-,Directive_2013_48_EU_fr.pdf
dont que remise,veillent,-,Directive_2013_48_EU_fr.pdf
avocat derogation,veillent,concernant admissibilite,Directive_2013_48_EU_fr.pdf
vulnerables qui,-,pris besoins,Directive_2013_48_EU_fr.pdf
membre qui,saurait,offrent niveau,Directive_2013_48_EU_fr.pdf
etats,mettent,membres dispositions,Directive_2013_48_EU_fr.pdf
ils,informent,immediatement commission,Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
celles-ci,contiennent,reference,Directive_2013_48_EU_fr.pdf
modalites,arretees,-,Directive_2013_48_EU_fr.pdf
ils,communiquent,national qu',Directive_2013_48_EU_fr.pdf
1 compris rapport,presente,pris disposi,Directive_2013_48_EU_fr.pdf
presente directive,entre,publication journal,Directive_2013_48_EU_fr.pdf
etats,destinataires,-,Directive_2013_48_EU_fr.pdf
-,Parlement europeen,-,Directive_2013_48_EU_fr.pdf
-,Journal officiel,-,Directive_2013_48_EU_fr.pdf
