de_Subject,de_Predicate,de_Object,Triple_ID
dies,sollte,verwal,Directive_2013_48_EU_de.pdf
erneut durchzufuhren die,sollte,ver zichtet,Directive_2013_48_EU_de.pdf
sie,sollten,wirksam wahrneh,Directive_2013_48_EU_de.pdf
teil so teil rechtsbeistand,kann,erklarungen,Directive_2013_48_EU_de.pdf
rechtsbeistand,sollte,werden,Directive_2013_48_EU_de.pdf
mit der,sollten,unter zusammenzutreffen,Directive_2013_48_EU_de.pdf
mitglied,konnen praktische,treffen unter falles treffen,Directive_2013_48_EU_de.pdf
leisten anleisten treffen,konnen,sicherheit,Directive_2013_48_EU_de.pdf
der,sollten,sie,Directive_2013_48_EU_de.pdf
kommunikation,sollte,ausgeubt,Directive_2013_48_EU_de.pdf
-,treffen,vorkehrungen,Directive_2013_48_EU_de.pdf
vorkehrungen,sollten,zu kommunizieren zu beeintrachtigen,Directive_2013_48_EU_de.pdf
sei denn sei sie,sollten,verzichtet,Directive_2013_48_EU_de.pdf
vorkehrungen,sollten nationalem,jene betreffend jene unterliegen,Directive_2013_48_EU_de.pdf
sorgen unter sorgen personen,konnte,wahlen,Directive_2013_48_EU_de.pdf
zustan mochte behorde,stellt,mitgliedstaats informationen,Directive_2013_48_EU_de.pdf
-,tern,in zu erleich,Directive_2013_48_EU_de.pdf
die,konnte,mit europai informieren,Directive_2013_48_EU_de.pdf
ent anwaltskammer,konnten,liste,Directive_2013_48_EU_de.pdf
ubergabeverfahren,spielt,in rolle,Directive_2013_48_EU_de.pdf
einhaltung,ist,-,Directive_2013_48_EU_de.pdf
daher fristen,sollten,konnen,Directive_2013_48_EU_de.pdf
die,sollten,gerichtshofs fur im stehen,Directive_2013_48_EU_de.pdf
mit unionsrechts mitgliedstaaten,sollten,durch rechte vorsehen,Directive_2013_48_EU_de.pdf
verteidigungsrechte,sollten,werden,Directive_2013_48_EU_de.pdf
die,sollte,fur verwendet,Directive_2013_48_EU_de.pdf
zugang,gilt,beeintrach tigen,Directive_2013_48_EU_de.pdf
ohne zulassigkeit,sollte,werden,Directive_2013_48_EU_de.pdf
fur die,ist,sich,Directive_2013_48_EU_de.pdf
richtlinie,wahrt,auf familienlebens rechte,Directive_2013_48_EU_de.pdf
richtlinie,sollte,werden,Directive_2013_48_EU_de.pdf
wer,sollten,den,Directive_2013_48_EU_de.pdf
mit mindestvorschriften,werden,erlassen,Directive_2013_48_EU_de.pdf
mitgliedstaaten,konnen,schutzniveau,Directive_2013_48_EU_de.pdf
mit er,sollte,darstellen,Directive_2013_48_EU_de.pdf
richtlinie,fordert,bestimmungen uber infor rechnung,Directive_2013_48_EU_de.pdf
zu ermessen zu verzicht,stellt,verzichts auf,Directive_2013_48_EU_de.pdf
bald verantwortung freiheit,sollte,werden,Directive_2013_48_EU_de.pdf
stattdessen kindes erwachsener,sollte,werden,Directive_2013_48_EU_de.pdf
freiheit,6.11.2013,entzogen,Directive_2013_48_EU_de.pdf
freiheit,sollten,entzogen,Directive_2013_48_EU_de.pdf
mit die,sollte,fur zu kommunizieren,Directive_2013_48_EU_de.pdf
in zusammenhang,haben,zwischen umset erlautert,Directive_2013_48_EU_de.pdf
gesetzgeber,halt,ubermittlung,Directive_2013_48_EU_de.pdf
union,kann,in werden,Directive_2013_48_EU_de.pdf
in verhaltnis richtlinie,geht,uber,Directive_2013_48_EU_de.pdf
mitgliedstaaten,beteiligen,an,Directive_2013_48_EU_de.pdf
haben,beteiligt,zu,Directive_2013_48_EU_de.pdf
-,Artikel,-,Directive_2013_48_EU_de.pdf
von,werden,wahrend festgelegt,Directive_2013_48_EU_de.pdf
-,Anwendungsbereich,-,Directive_2013_48_EU_de.pdf
davon freiheit,gilt,entzogen,Directive_2013_48_EU_de.pdf
verdachtige,gilt,begangen,Directive_2013_48_EU_de.pdf
richtlinie,gilt,-,Directive_2013_48_EU_de.pdf
als die,gilt,-,Directive_2013_48_EU_de.pdf
in  freiheitsentzug,findet,in  anwendung,Directive_2013_48_EU_de.pdf
-,14.Diese,-,Directive_2013_48_EU_de.pdf
freiheit,findet,entzogen,Directive_2013_48_EU_de.pdf
-,Recht,-,Directive_2013_48_EU_de.pdf
personen,stellen,praktisch wahrnehmen,Directive_2013_48_EU_de.pdf
personen,konnen,zu erhalten,Directive_2013_48_EU_de.pdf
wurde rechtzeitig wurde verdachtige,d,in geladen,Directive_2013_48_EU_de.pdf
recht,umfasst,zu folgendes,Directive_2013_48_EU_de.pdf
der,stellen,mit,Directive_2013_48_EU_de.pdf
rechts,stellen,wirksam ist daran,Directive_2013_48_EU_de.pdf
gemass rechts verfahren,erfolgt,aus,Directive_2013_48_EU_de.pdf
teilnahme,wird,mitgliedstaats schriftlich mitgliedstaats festgehalten,Directive_2013_48_EU_de.pdf
sind anwesenheit,Identifizierungsgegenuberstellungen,beiwohnt,Directive_2013_48_EU_de.pdf
mitgliedstaaten,bemuhen,zu erleichtern zu rechtsbeistand,Directive_2013_48_EU_de.pdf
denn sie,treffen,verzichtet,Directive_2013_48_EU_de.pdf
es,konnen,ist verdachtigen recht,Directive_2013_48_EU_de.pdf
ist  dies,konnen,person dringend person ist,Directive_2013_48_EU_de.pdf
ermittlungsbehorden zwin,ist,gefahrdung,Directive_2013_48_EU_de.pdf
mitgliedstaaten,beachten,vertraulichkeit,Directive_2013_48_EU_de.pdf
kommunikation,umfasst,nachfen kommunikationsformen,Directive_2013_48_EU_de.pdf
-,Recht,-,Directive_2013_48_EU_de.pdf
fern sie,stellen,dies,Directive_2013_48_EU_de.pdf
-,L,-,Directive_2013_48_EU_de.pdf
denn dies,stellen,ware,Directive_2013_48_EU_de.pdf
in erwachsener,ist,zu informieren,Directive_2013_48_EU_de.pdf
hat,gilt,voll endet,Directive_2013_48_EU_de.pdf
dies,konnen,grunde ge grunderechtfertigt,Directive_2013_48_EU_de.pdf
wahrend  mitgliedstaaten,stellen,auf  mit,Directive_2013_48_EU_de.pdf
mindestens von,sicher,beispielsweise angehorigen zu kommunizieren,Directive_2013_48_EU_de.pdf
mitgliedstaaten,konnen,rechts angesichts rechts einschranken,Directive_2013_48_EU_de.pdf
-,Recht,auf  mit,Directive_2013_48_EU_de.pdf
mit zu sie,sorgen,dies,Directive_2013_48_EU_de.pdf
mit er,kann,kommunizieren,Directive_2013_48_EU_de.pdf
mit zu konsularbehorden,haben,verdachtigen verdachti fur,Directive_2013_48_EU_de.pdf
ist rechtsvorschriften,kann,rechte voll rechte entsprechen,Directive_2013_48_EU_de.pdf
-,Bedingungen,-,Directive_2013_48_EU_de.pdf
abweichungen,sind,-,Directive_2013_48_EU_de.pdf
sie,sind,insgesamt verfahren,Directive_2013_48_EU_de.pdf
von,konnen,werden,Directive_2013_48_EU_de.pdf
nungsgemass entscheidung,wird,nach mitgliedstaats protokolliert,Directive_2013_48_EU_de.pdf
entscheidung,konnen,kann,Directive_2013_48_EU_de.pdf
von,werden,genehmigt,Directive_2013_48_EU_de.pdf
-,Verzicht,-,Directive_2013_48_EU_de.pdf
rechtsbeistands verbind mitgliedstaaten,stellen,mussen,Directive_2013_48_EU_de.pdf
verdachtige,hat,zichts auf verzichts erhalten,Directive_2013_48_EU_de.pdf
-,6.11.2013b,-,Directive_2013_48_EU_de.pdf
verzichtserklarung,wird,freiwillig abgegeben,Directive_2013_48_EU_de.pdf
schriftlich wer,werden,mitgliedstaats schriftlich mitgliedstaats festgehal,Directive_2013_48_EU_de.pdf
sie,stellen,informiert,Directive_2013_48_EU_de.pdf
zu er,ist,-,Directive_2013_48_EU_de.pdf
-,Recht,-,Directive_2013_48_EU_de.pdf
per,sorgen,aufgrundbefehls recht,Directive_2013_48_EU_de.pdf
mit der,beinhaltet folgende,mit,Directive_2013_48_EU_de.pdf
rechtsbeistand,Recht,gemass rechts daran,Directive_2013_48_EU_de.pdf
teil dies,wird,staats schriftlich mitgliedstaats festgehalten,Directive_2013_48_EU_de.pdf
in zur rechte,gelten,-,Directive_2013_48_EU_de.pdf
sie,unterrichtet,im zu benennen,Directive_2013_48_EU_de.pdf
versorgt person,besteht,rates wirksam rates ausuben,Directive_2013_48_EU_de.pdf
so behorde,unterrichtet,umgehend behorde,Directive_2013_48_EU_de.pdf
behorde,stellt,dort zu rechtsbeistand,Directive_2013_48_EU_de.pdf
person,Artikel,ist,Directive_2013_48_EU_de.pdf
uber die,gilt,mit anwendung,Directive_2013_48_EU_de.pdf
-,Rechtsbehelfe,-,Directive_2013_48_EU_de.pdf
rechte nach rechte rechtsbehelf,sorgen,dafur,Directive_2013_48_EU_de.pdf
verteidigungsrechte,Artikel,verfahrens beachtet,Directive_2013_48_EU_de.pdf
bei richtlinie bedurfnisse,sorgen,be rucksichtigt,Directive_2013_48_EU_de.pdf
-,Artikel,-,Directive_2013_48_EU_de.pdf
nach mitgliedstaaten die,ist,beschrankt,Directive_2013_48_EU_de.pdf
-,Artikel,-,Directive_2013_48_EU_de.pdf
in die,setzen,vorschriften,Directive_2013_48_EU_de.pdf
sie,setzen,kommission,Directive_2013_48_EU_de.pdf
-,L,-,Directive_2013_48_EU_de.pdf
erlassen sie,nehmen,bezug,Directive_2013_48_EU_de.pdf
mitgliedstaaten,regeln,einzelheiten,Directive_2013_48_EU_de.pdf
sie,teilen,rechtsvorschriften mit die,Directive_2013_48_EU_de.pdf
-,Bericht,-,Directive_2013_48_EU_de.pdf
wobei sie,ubermittelt,auch anwendung,Directive_2013_48_EU_de.pdf
richtlinie,und,erforderlichenfalls gesetzgebungsvorschlage,Directive_2013_48_EU_de.pdf
richtlinie,ist,-,Directive_2013_48_EU_de.pdf
-,Geschehen,-,Directive_2013_48_EU_de.pdf
-,Prasident,-,Directive_2013_48_EU_de.pdf
-,Prasident,-,Directive_2013_48_EU_de.pdf
