de_Subject,de_Predicate,de_Object,Triple_ID,de_Subject_concept,de_Predicate_concept,de_Object_concept
Du,Recht haben,Sie stimmen der Ubergabe nicht zu,directive_2012_13_eu_en.txt,-,-,-
e. Horen,Recht haben,Sie stimmen der Ubergabe nicht zu,directive_2012_13_eu_en.txt,-,-,-
Du,haben,Sie stimmen der Ubergabe nicht zu,directive_2012_13_eu_en.txt,-,-,-
e. Horen,Recht haben,Sie stimmen Ihrer Ubergabe nicht zu,directive_2012_13_eu_en.txt,-,-,-
e. Horen,haben,Sie stimmen der Ubergabe nicht zu,directive_2012_13_eu_en.txt,-,-,-
Du,haben,Sie stimmen Ihrer Ubergabe nicht zu,directive_2012_13_eu_en.txt,-,-,-
e. Horen,Recht haben,wenn Sie Ihrer Herausgabe nicht zustimmen,directive_2012_13_eu_en.txt,-,-,-
Du,Recht haben,Sie stimmen Ihrer Ubergabe nicht zu,directive_2012_13_eu_en.txt,-,-,-
e. Horen,Recht haben,wenn Sie der Ubergabe nicht zustimmen,directive_2012_13_eu_en.txt,-,-,-
Du,haben,wenn Sie Ihrer Herausgabe nicht zustimmen,directive_2012_13_eu_en.txt,-,-,-
e. Horen,haben,wenn Sie der Ubergabe nicht zustimmen,directive_2012_13_eu_en.txt,-,-,-
Du,haben,wenn Sie der Ubergabe nicht zustimmen,directive_2012_13_eu_en.txt,-,-,-
Rat,ist in,Europaisches Haftbefehlsverfahren,directive_2013_48_eu_en.txt,-,-,-
Rechtsanwalt,ist in,Strafverfahren,directive_2013_48_eu_en.txt,-,-,Strafverfahren
Artikel 82 1,Zusammenarbeit in,Union,directive_2013_48_eu_en.txt,-,-,-
justizielle Zusammenarbeit,ist in,Strafsachen,directive_2013_48_eu_en.txt,-,-,-
Artikel 82 1,Zusammenarbeit in,Strafsachen,directive_2013_48_eu_en.txt,-,-,-
Funktion,auf Artikel ist,Justizielle Zusammenarbeit in Strafsachen in der Union,directive_2013_48_eu_en.txt,-,-,justizielle Zusammenarbeit in Strafsachen EU
justizielle Zusammenarbeit,ist in,Union,directive_2013_48_eu_en.txt,-,-,-
Artikel 82 2,der Punkt ist,B,directive_2013_48_eu_en.txt,-,-,-
Vertrag,des Artikels ist,Justizielle Zusammenarbeit in Strafsachen in der Union,directive_2013_48_eu_en.txt,-,-,justizielle Zusammenarbeit in Strafsachen EU
Das,Implementierung von,Grundsatz der gegenseitigen Anerkennung,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der gegenseitigen Anerkennung in Angelegenheiten,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der gegenseitigen Anerkennung in Strafsachen,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der gegenseitigen Anerkennung von Entscheidungen in Angelegenheiten,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Prinzip,directive_2013_48_eu_en.txt,-,-,-
Implementierung,setzt voraus,Das,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der Anerkennung in Angelegenheiten,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der gegenseitigen Anerkennung gerichtlicher Entscheidungen in Strafsachen,directive_2013_48_eu_en.txt,-,-,-
Die Mitgliedstaaten vertrauen,ist in,andere Strafrechtssysteme,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der Anerkennung in Strafsachen,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der Anerkennung von Entscheidungen,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der Anerkennung von Entscheidungen in Angelegenheiten,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Prinzip der Anerkennung,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der gegenseitigen Anerkennung von Entscheidungen,directive_2013_48_eu_en.txt,-,-,-
gegenseitige Anerkennung,ist in,Strafsachen,directive_2013_48_eu_en.txt,-,-,-
andere,In,Strafjustizsysteme,directive_2013_48_eu_en.txt,-,-,-
Das,Implementierung von,Grundsatz der Anerkennung von Entscheidungen in Strafsachen,directive_2013_48_eu_en.txt,-,-,-
Ausmass,Ist,sehr abhangig,directive_2013_48_eu_en.txt,-,-,-
Ausmass,Ist,sehr abhangig,directive_2013_48_eu_en.txt,-,-,-
Ausmass,Ist,abhangig,directive_2013_48_eu_en.txt,-,-,-
Mitgliedsstaaten,Sind,Party,directive_2013_48_eu_en.txt,-,-,-
Mitgliedsstaaten,Sind,obwohl Party,directive_2013_48_eu_en.txt,-,-,-
Mitgliedsstaaten,Sind,obwohl Partei der EGMR,directive_2013_48_eu_en.txt,-,-,-
Mitgliedsstaaten,sind mit dabei,echr,directive_2013_48_eu_en.txt,-,-,-
Erkennung,effektiv arbeiten kann,Geist,directive_2013_48_eu_en.txt,-,-,-
Erkennung,operieren kann,nur Geist,directive_2013_48_eu_en.txt,-,-,-
gegenseitige Anerkennung,effektiv arbeiten kann,nur Geist,directive_2013_48_eu_en.txt,-,-,-
Erkennung,operieren kann,Geist,directive_2013_48_eu_en.txt,-,-,-
gegenseitige Anerkennung,operieren kann,nur Geist,directive_2013_48_eu_en.txt,-,-,-
gegenseitige Anerkennung,operieren kann,Geist,directive_2013_48_eu_en.txt,-,-,-
gegenseitige Anerkennung,effektiv arbeiten kann,Geist,directive_2013_48_eu_en.txt,-,-,-
Erkennung,effektiv arbeiten kann,nur Geist,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,detaillierte Regelungen zum Schutz,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln fur,Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln auf,Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln auf,Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,detaillierte Regelungen zum Schutz,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln,iccpr,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,echr,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,detaillierte Regelungen zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,detaillierte Regelungen zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,detaillierte Regeln,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,detaillierte Regeln,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,detaillierte Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln fur,Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,detaillierte Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln zum Schutz,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,echr,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln auf,Schutz,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,detaillierte Regelungen zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,Starkung des gegenseitigen Vertrauens,iccpr,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln zum Schutz der Verfahrensrechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln fur,Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,detaillierte Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,detaillierte Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln zum Schutz,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln zum Schutz,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,detaillierte Regelungen zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln zum Schutz der Verfahrensrechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,detaillierte Regelungen zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,echr,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,detaillierte Regelungen zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln fur,Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln auf,Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,detaillierte Regelungen zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln auf,Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,"detaillierte Regeln zum Schutz der Verfahrensrechte, die sich aus der Charta ergeben",directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln fur,Schutz der Verfahrensrechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln zum Schutz der Verfahrensrechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,detaillierte Regelungen zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,detaillierte Regelungen zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,detaillierte Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln,directive_2013_48_eu_en.txt,-,-,-
echr,Vertrauen,iccpr,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,detaillierte Regelungen zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,Regeln zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,echr,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,detaillierte Regeln,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln auf,Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln fur,Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,detaillierte Regelungen zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,detaillierte Regeln zum Schutz der Rechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,detaillierte Regelungen zum Schutz,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,detaillierte Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln auf,Schutz der Verfahrensrechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,Regeln zum Schutz der entstehenden Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,gegenseitiges Vertrauen,iccpr,directive_2013_48_eu_en.txt,-,-,-
echr,detaillierte Regeln fur,Schutz,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,detaillierte Regeln,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,"detaillierte Regeln zum Schutz der Verfahrensrechte, die sich aus der Charta ergeben",directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,"detaillierte Regeln zum Schutz der Verfahrensrechte, die sich aus der Charta ergeben",directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,detaillierte Regelungen zum Schutz der entstehenden Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln zum Schutz,directive_2013_48_eu_en.txt,-,-,-
Vertrauen starken,erfordert,detaillierte Regelungen zum Schutz,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,Regeln zum Schutz der Verfahrensrechte,directive_2013_48_eu_en.txt,-,-,-
gegenseitiges Vertrauen,erfordert,"detaillierte Regeln zum Schutz der Verfahrensrechte, die sich aus der Charta ergeben",directive_2013_48_eu_en.txt,-,-,-
Vertrauen,erfordert,Regeln zum Schutz der Verfahrensrechte aus der Charta,directive_2013_48_eu_en.txt,-,-,-
Starkung des gegenseitigen Vertrauens,erfordert,detaillierte Regeln zum Schutz der Rechte,directive_2013_48_eu_en.txt,-,-,-
echr,Vertrauen starken,iccpr,directive_2013_48_eu_en.txt,-,-,-
echr,Regeln,iccpr,directive_2013_48_eu_en.txt,-,-,-
Entwicklung,loslegen,echr,directive_2013_48_eu_en.txt,-,-,-
weitere Entwicklung,loslegen,echr,directive_2013_48_eu_en.txt,-,-,-
Entwicklung,loslegen,Charta,directive_2013_48_eu_en.txt,-,-,-
Es,erfordert von,Mittel,directive_2013_48_eu_en.txt,-,-,-
Es,erfordert von,Richtlinie,directive_2013_48_eu_en.txt,-,-,-
Es,erfordert auch von,Richtlinie,directive_2013_48_eu_en.txt,-,-,-
Es,erfordert auch von,Mittel,directive_2013_48_eu_en.txt,-,-,-
weitere Entwicklung,loslegen,Charta,directive_2013_48_eu_en.txt,-,-,-
Charta,des Artikels ist,Artikel 6,directive_2013_48_eu_en.txt,-,-,-
internationaler Pakt,des Artikels ist,iccpr,directive_2013_48_eu_en.txt,internationaler Markt,-,-
Meinung,betrachten ist,1,directive_2013_48_eu_en.txt,-,-,-
Artikel 47,Artikel von,Europaisches Ubereinkommen zum Schutz,directive_2013_48_eu_en.txt,-,-,-
Artikel 2,Garantien,respektieren,directive_2013_48_eu_en.txt,-,-,-
Artikel 2,Garantien,Achtung der Verteidigungsrechte,directive_2013_48_eu_en.txt,-,-,-
Artikel 2,Garantien,Achtung der Rechte,directive_2013_48_eu_en.txt,-,-,-
Artikel 48 2,Garantien,Achtung der Verteidigungsrechte,directive_2013_48_eu_en.txt,-,-,-
Artikel 48 2,Garantien,Achtung der Rechte,directive_2013_48_eu_en.txt,-,-,-
Artikel 48 2,Garantien,respektieren,directive_2013_48_eu_en.txt,-,-,-
Union,wurde festgelegt,Ziel der Aufrechterhaltung,directive_2013_48_eu_en.txt,-,-,-
Union,wurde festgelegt,selbst,directive_2013_48_eu_en.txt,-,-,-
Union,wurde festgelegt,Zielsetzung,directive_2013_48_eu_en.txt,-,-,-
Prinzip,soll werden,Grundstein,directive_2013_48_eu_en.txt,-,-,-
Schlussfolgerungen der Prasidentschaft,ist in,Manipulation vom 15. Oktober 1999,directive_2013_48_eu_en.txt,-,-,-
Prinzip,sollte entsprechend werden,Schlussfolgerungen des Vorsitzes des Europaischen Rates in Tampere,directive_2013_48_eu_en.txt,-,-,europaisches Patent
Prinzip,soll werden,Eckpfeiler der Zusammenarbeit,directive_2013_48_eu_en.txt,-,-,-
Prinzip,sollte entsprechend werden,Schlussfolgerungen des Vorsitzes in Tampere,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,Zusammenarbeit,directive_2013_48_eu_en.txt,-,-,-
Prinzip,sollte entsprechend werden,Schlussfolgerungen des Vorsitzes des Europaischen Rates,directive_2013_48_eu_en.txt,-,-,europaisches Patent
Prinzip,Eckpfeiler von,justizielle Zusammenarbeit in Angelegenheiten innerhalb der Union,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,justizielle Zusammenarbeit in Zivilsachen,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,justizielle Zusammenarbeit,directive_2013_48_eu_en.txt,-,-,-
Prinzip,sollte entsprechend werden,Schlussfolgerungen des Vorsitzes hierzu,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,justizielle Zusammenarbeit innerhalb der Union,directive_2013_48_eu_en.txt,-,-,-
Prinzip,sollte entsprechend werden,Schlussfolgerungen des Vorsitzes in Manipulation davon,directive_2013_48_eu_en.txt,-,-,-
Prinzip,sollte entsprechend werden,Schlussfolgerungen der Prasidentschaft,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,Zusammenarbeit in gewerkschaftsinternen Angelegenheiten,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,justizielle Zusammenarbeit in Zivilsachen innerhalb der Union,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,Zusammenarbeit innerhalb der Gewerkschaft,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,Zusammenarbeit in Zivilsachen,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,justizielle Zusammenarbeit in Angelegenheiten,directive_2013_48_eu_en.txt,-,-,-
Prinzip,sollte entsprechend werden,Schlussfolgerungen des Vorsitzes des Europaischen Rates im Hinblick darauf,directive_2013_48_eu_en.txt,-,-,europaisches Patent
Prinzip,sollte entsprechend werden,Schlussfolgerungen des Vorsitzes des Europaischen Rates,directive_2013_48_eu_en.txt,-,-,europaisches Patent
justizielle Zusammenarbeit,ist in,Zivilsachen,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,Zusammenarbeit in zivilrechtlichen Angelegenheiten innerhalb der Gewerkschaft,directive_2013_48_eu_en.txt,-,-,-
Prinzip,Eckpfeiler von,Zusammenarbeit in Angelegenheiten,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 82 2 AEUV,sorgt fur,Festlegung anwendbarer Regeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 2 AEUV,sorgt fur,Festlegung anwendbarer Mindestregeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 82 2 AEUV,sorgt fur,Festlegung anwendbarer Mindestregeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 82 2 AEUV,sorgt fur,Einrichtung,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 2 AEUV,sorgt fur,"Festlegung von Regeln, die in den Mitgliedstaaten gelten",directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 82 2 AEUV,sorgt fur,Festlegung von Mindestregeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 82 2 AEUV,sorgt fur,Festlegung von Regeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 82 2 AEUV,sorgt fur,"Festlegung von Regeln, die in den Mitgliedstaaten gelten",directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 2 AEUV,sorgt fur,Festlegung anwendbarer Regeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 2 AEUV,sorgt fur,Festlegung von Mindestregeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 2 AEUV,sorgt fur,Einrichtung,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 2 AEUV,sorgt fur,Festlegung von Regeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 2 AEUV,sorgt fur,Festlegung von in den Mitgliedstaaten geltenden Mindestregeln,directive_2013_48_eu_en.txt,-,-,-
en Amtsblattartikel 82 2 AEUV,sorgt fur,Festlegung von in den Mitgliedstaaten geltenden Mindestregeln,directive_2013_48_eu_en.txt,-,-,-
Artikel,bezieht sich auf,Rechte des Einzelnen im Strafverfahren,directive_2013_48_eu_en.txt,-,-,Strafverfahren
Einzelpersonen,ist in,Strafverfahren als Bereiche,directive_2013_48_eu_en.txt,-,-,Strafverfahren
Artikel,bezieht sich auf,Rechte des Einzelnen im Verfahren,directive_2013_48_eu_en.txt,-,-,-
Artikel,bezieht sich auf,Rechte,directive_2013_48_eu_en.txt,-,-,-
Artikel,bezieht sich auf,Rechte des Einzelnen,directive_2013_48_eu_en.txt,-,-,-
erhohtes Selbstvertrauen,ist in,Strafrechtssysteme der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte dazu fuhren,Vertrauen,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte dazu fuhren,Vertrauen,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte dazu fuhren,erhohtes Selbstvertrauen,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte dazu fuhren,erhohtes Selbstvertrauen,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte auch entfernt werden,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte auch entfernt werden,Bewegung im gesamten Gebiet,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten Hindernisse beseitigen,Bewegung im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollte entfernt werden,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Freizugigkeit im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Bewegung,directive_2013_48_eu_en.txt,-,-,-
gemeinsame Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger im gesamten Hoheitsgebiet der Mitgliedstaaten,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollten Hindernisse beseitigen,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollten auch Hindernisse beseitigen,Bewegung der Burger im gesamten Hoheitsgebiet,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte entfernt werden,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche Mindestregeln,sollte entfernt werden,Hindernis,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
Mindestregeln,sollte auch entfernt werden,Bewegungsfreiheit,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollten auch Hindernisse beseitigen,Freizugigkeit der Burger,directive_2013_48_eu_en.txt,-,-,-
solche gemeinsamen Mindestregeln,sollte entfernt werden,Bewegung der Burger,directive_2013_48_eu_en.txt,-,-,-
