fr_Subject,fr_Predicate,fr_Object,Triple_ID
aide pratique,en tenant compte de,caracteristiques,directive_(eu)_2016_800_en.txt
conditions,etabli dans,directif,directive_(eu)_2016_800_en.txt
evaluation,devient,disponible,directive_(eu)_2016_800_en.txt
les decisions,sont,pris,directive_(eu)_2016_800_en.txt
evaluation individuelle,devient,disponible,directive_(eu)_2016_800_en.txt
pertinence,pourrait,pourrait reevaluer,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,premier stade approprie,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,stade de la procedure,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
lieu,etre,prise par le procureur avant presentation,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,premiere etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
lieu,etre,prise par le procureur avant presentation aux fins,directive_(eu)_2016_800_en.txt
lieu,etre pris par,procureur,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,etape appropriee,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,premier stade de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,premier stade,directive_(eu)_2016_800_en.txt
lieu,etre,pris en compte par le procureur,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,organiser,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,premier stade,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,premier stade de la procedure,directive_(eu)_2016_800_en.txt
lieu,etre,prise par le procureur avant la presentation de l'acte d'accusation,directive_(eu)_2016_800_en.txt
lieu,etre,prise par le procureur avant presentation aux fins de proces,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,stade de la procedure,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,premier stade de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,premiere etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,stade de la procedure,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
information,derivant de,il,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,premier stade,directive_(eu)_2016_800_en.txt
lieu,etre,pris en compte par le procureur avant presentation,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,premiere etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,etape appropriee,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,premier stade,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,stade de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,organiser,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,premier stade approprie,directive_(eu)_2016_800_en.txt
lieu,etre,pris en compte par le procureur avant la presentation de l'acte d'accusation aux fins du proces,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,organiser,directive_(eu)_2016_800_en.txt
lieu,etre,pris en compte par le procureur avant la presentation de l'acte d'accusation,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,premier stade approprie,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre a,premier stade approprie,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,organiser,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre,lieu,directive_(eu)_2016_800_en.txt
lieu,etre,prise par le procureur avant la presentation de l'acte d'accusation aux fins du proces,directive_(eu)_2016_800_en.txt
lieu,etre,pris en compte par le procureur avant la presentation de l'acte d'accusation aux fins,directive_(eu)_2016_800_en.txt
evaluation,devrait prendre,lieu,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,premiere etape appropriee de la procedure,directive_(eu)_2016_800_en.txt
evaluation,devrait avoir lieu a,etape appropriee,directive_(eu)_2016_800_en.txt
lieu,etre,pris en compte par le procureur avant presentation aux fins de proces,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait prendre a,premier stade de la procedure,directive_(eu)_2016_800_en.txt
lieu,etre,prise par le procureur avant la presentation de l'acte d'accusation aux fins,directive_(eu)_2016_800_en.txt
evaluation individuelle,devrait avoir lieu a,etape appropriee,directive_(eu)_2016_800_en.txt
lieu,etre,pris en compte par le procureur avant presentation aux fins,directive_(eu)_2016_800_en.txt
accusation,est dans,absence d'evaluation individuelle,directive_(eu)_2016_800_en.txt
il,devrait,devrait etre possible,directive_(eu)_2016_800_en.txt
il,devrait,devrait neanmoins etre possible,directive_(eu)_2016_800_en.txt
il,cadeau,acte d'accusation en l'absence d'evaluation,directive_(eu)_2016_800_en.txt
il,cadeau,accusation,directive_(eu)_2016_800_en.txt
il,cadeau,acte d'accusation en l'absence d'appreciation individuelle,directive_(eu)_2016_800_en.txt
il,cadeau,inculpation en l'absence,directive_(eu)_2016_800_en.txt
enfant,est dans,ou la detention provisoire,directive_(eu)_2016_800_en.txt
enfant,en attendant,evaluation individuelle pour devenir,directive_(eu)_2016_800_en.txt
enfant,en attendant,pour que l'evaluation individuelle devienne,directive_(eu)_2016_800_en.txt
evaluation individuelle,devenir,disponible,directive_(eu)_2016_800_en.txt
enfant,est dans,retenue,directive_(eu)_2016_800_en.txt
enfant,en attendant,l'evaluation individuelle devient,directive_(eu)_2016_800_en.txt
enfant,en attendant,pour l'evaluation deviennent,directive_(eu)_2016_800_en.txt
enfant,en attendant,pour l'evaluation individuelle deviennent,directive_(eu)_2016_800_en.txt
evaluation,devenir,disponible,directive_(eu)_2016_800_en.txt
enfant,en attendant,pour que l'evaluation devienne,directive_(eu)_2016_800_en.txt
enfant,est dans,detention provisoire,directive_(eu)_2016_800_en.txt
enfant,en attendant,l'evaluation devient,directive_(eu)_2016_800_en.txt
enfant,est dans,ou la detention,directive_(eu)_2016_800_en.txt
enfant,en attendant,evaluation pour devenir,directive_(eu)_2016_800_en.txt
enfant,avec,meilleurs interets,directive_(eu)_2016_800_en.txt
Etats membres,devrait,devrait pouvoir,directive_(eu)_2016_800_en.txt
cas concerne,peut,s'il peut etre mene,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation individuelle dans le cadre d'une procedure penale,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation individuelle,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation en contexte,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation dans le cadre d'une procedure,directive_(eu)_2016_800_en.txt
elements pertinents,devrait,devrait prendre,directive_(eu)_2016_800_en.txt
cas,peut,s'il peut etre mene,directive_(eu)_2016_800_en.txt
cas,peut,s'il peut etre mene sans mise en accusation,directive_(eu)_2016_800_en.txt
cas,peut,peut etre menee sans inculpation,directive_(eu)_2016_800_en.txt
enfant,a dans,passe,directive_(eu)_2016_800_en.txt
cas concerne,peut,peut etre menee sans inculpation,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation individuelle en contexte,directive_(eu)_2016_800_en.txt
elements pertinents,devrait,dans le contexte devrait etre pris,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation individuelle dans le cadre d'une procedure,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation,directive_(eu)_2016_800_en.txt
enfant,fait l'objet de,evaluation dans le cadre d'une procedure penale,directive_(eu)_2016_800_en.txt
cas,peut,peut etre menee,directive_(eu)_2016_800_en.txt
elements pertinents,devrait,dans le contexte doit etre pris en consideration,directive_(eu)_2016_800_en.txt
elements pertinents,devrait,devrait prendre en consideration,directive_(eu)_2016_800_en.txt
evaluation individuelle,est dans,contexte d'une procedure penale,directive_(eu)_2016_800_en.txt
enfant,a dans,passe recent,directive_(eu)_2016_800_en.txt
cas concerne,peut,s'il peut etre mene sans mise en accusation,directive_(eu)_2016_800_en.txt
enfant,a ete,sujet,directive_(eu)_2016_800_en.txt
cas concerne,peut,peut etre menee,directive_(eu)_2016_800_en.txt
devoir,sous-tend,l'administration de la justice en particulier,directive_(eu)_2016_800_en.txt
devoir,sous-tend,administrative en particulier,directive_(eu)_2016_800_en.txt
devoir,sous-tend,une administration juste en particulier,directive_(eu)_2016_800_en.txt
devoir,sous-tend,une administration equitable de la justice en particulier,directive_(eu)_2016_800_en.txt
enfant,assurer,integrite,directive_(eu)_2016_800_en.txt
enfant,avoir du,assurer,directive_(eu)_2016_800_en.txt
enfant,assurer,l'integrite personnelle de l'enfant,directive_(eu)_2016_800_en.txt
enfant,assurer,l'integrite personnelle,directive_(eu)_2016_800_en.txt
enfant,assurer,l'integrite de l'enfant,directive_(eu)_2016_800_en.txt
enfant,avoir du,droite,directive_(eu)_2016_800_en.txt
enfant,avoir du,s'assurer,directive_(eu)_2016_800_en.txt
enfant,devrait avoir le droit,assurer,directive_(eu)_2016_800_en.txt
enfant,avoir du,droit a l'examen,directive_(eu)_2016_800_en.txt
enfant,devrait avoir le droit,s'assurer,directive_(eu)_2016_800_en.txt
enfant,avoir du,droit a la visite medicale,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,raisons de,titulaire,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,raisons de,titulaire de l'autorite parentale de l'avocat de l'enfant,directive_(eu)_2016_800_en.txt
indication de sante,raisons de,titulaire de l'autorite parentale,directive_(eu)_2016_800_en.txt
indication de sante,donner,motifs du titulaire de l' avocat de l' enfant,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,donner,raisons du titulaire de la responsabilite parentale de l' avocat de l' enfant,directive_(eu)_2016_800_en.txt
indication de sante,donner,raisons du titulaire de la responsabilite parentale de l' avocat de l' enfant,directive_(eu)_2016_800_en.txt
indication de sante,donner,motifs du titulaire de la responsabilite de l' avocat de l' enfant,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,donner,motifs du titulaire de la responsabilite de l' avocat de l' enfant,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,donner,raisons du titulaire de la responsabilite,directive_(eu)_2016_800_en.txt
indication de sante,donner,les raisons,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,donner,raisons du titulaire de la responsabilite parentale,directive_(eu)_2016_800_en.txt
indication de sante,donner,raisons du titulaire,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,raisons de,titulaire d'un avocat pour enfants,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,raisons de,titulaire de la responsabilite de l'avocat de l'enfant,directive_(eu)_2016_800_en.txt
enfant,de,avocat,directive_(eu)_2016_800_en.txt
indication de sante,raisons de,titulaire d'un avocat pour enfants,directive_(eu)_2016_800_en.txt
indication de sante,raisons de,titulaire,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,donner,raisons du titulaire,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,raisons de,titulaire de la responsabilite,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,donner,motifs du titulaire de l' avocat de l' enfant,directive_(eu)_2016_800_en.txt
indication de sante,raisons de,titulaire de l'autorite parentale de l'avocat de l'enfant,directive_(eu)_2016_800_en.txt
indication de sante,raisons de,titulaire de la responsabilite de l'avocat de l'enfant,directive_(eu)_2016_800_en.txt
indication de sante,donner,raisons du titulaire de la responsabilite,directive_(eu)_2016_800_en.txt
indication de sante,raisons de,titulaire de la responsabilite,directive_(eu)_2016_800_en.txt
indication de sante,donner,raisons du titulaire de la responsabilite parentale,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,donner,les raisons,directive_(eu)_2016_800_en.txt
indications sanitaires specifiques,raisons de,titulaire de l'autorite parentale,directive_(eu)_2016_800_en.txt
Etats membres,devrait se coucher,modalites pratiques concernant les examens,directive_(eu)_2016_800_en.txt
Etats membres,devrait se coucher,modalites pratiques concernant les examens medicaux,directive_(eu)_2016_800_en.txt
Etats membres,devrait se coucher,dispositions concernant les examens,directive_(eu)_2016_800_en.txt
Etats membres,devrait se coucher,dispositions concernant les examens medicaux,directive_(eu)_2016_800_en.txt
Etats membres,devrait se coucher,dispositions pratiques,directive_(eu)_2016_800_en.txt
Etats membres,devrait se coucher,arrangements,directive_(eu)_2016_800_en.txt
de telles dispositions,pourrait aborder,situations,directive_(eu)_2016_800_en.txt
arrangements,pourrait aborder,situations,directive_(eu)_2016_800_en.txt
personnes,est dans,procedure penale,directive_(eu)_2016_800_en.txt
interets,etre,primaire,directive_(eu)_2016_800_en.txt
il,est,ou proportionne,directive_(eu)_2016_800_en.txt
il,est,proportionne,directive_(eu)_2016_800_en.txt
enfant,a,meilleurs interets,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,sans enregistrement audio visuel,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question enfant,sans enregistrement audio visuel,directive_(eu)_2016_800_en.txt
efforts,surmonter,probleme technique,directive_(eu)_2016_800_en.txt
autres autorites chargees de l'application de la loi,devrait,devrait pouvoir,directive_(eu)_2016_800_en.txt
il,etre,enregistre visuellement,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question enfant,sans enregistre,directive_(eu)_2016_800_en.txt
efforts raisonnables,surmonter,probleme,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,enregistrement audio visuel,directive_(eu)_2016_800_en.txt
enfant,avec,meilleurs interets,directive_(eu)_2016_800_en.txt
il,etre,enregistre,directive_(eu)_2016_800_en.txt
police,devrait,devrait pouvoir,directive_(eu)_2016_800_en.txt
il,etre,sans enregistrement audio visuel,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,enregistre visuellement,directive_(eu)_2016_800_en.txt
il,est compatible avec,l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,enregistre,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,compatible,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question enfant,compatible,directive_(eu)_2016_800_en.txt
il,etre,enregistrement audio visuel,directive_(eu)_2016_800_en.txt
efforts raisonnables,surmonter,probleme technique,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,devrait,devrait pouvoir,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question enfant,enregistre,directive_(eu)_2016_800_en.txt
il,est compatible avec,interets de l'enfant,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,sans enregistrement visuel,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question enfant,enregistrement audio visuel,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,sans enregistre,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question enfant,enregistre visuellement,directive_(eu)_2016_800_en.txt
il,est,compatible,directive_(eu)_2016_800_en.txt
il,etre,sans enregistrement visuel,directive_(eu)_2016_800_en.txt
efforts,surmonter,probleme,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question,enfant,directive_(eu)_2016_800_en.txt
Autorites chargees de l'application de la loi,question enfant,sans enregistrement visuel,directive_(eu)_2016_800_en.txt
il,etre,sans enregistre,directive_(eu)_2016_800_en.txt
interrogatoire,est,enregistre,directive_(eu)_2016_800_en.txt
age,compte,maturite,directive_(eu)_2016_800_en.txt
interrogatoire,est,enregistre visuellement,directive_(eu)_2016_800_en.txt
interrogatoire,est,enregistrement audio visuel,directive_(eu)_2016_800_en.txt
45 enfants,sont dans,position particulierement vulnerable,directive_(eu)_2016_800_en.txt
enfants,sont dans,position,directive_(eu)_2016_800_en.txt
enfants,sont dans,position vulnerable,directive_(eu)_2016_800_en.txt
ils,sont,lorsqu'il est prive de liberte,directive_(eu)_2016_800_en.txt
45 enfants,sont dans,position vulnerable,directive_(eu)_2016_800_en.txt
enfants,sont,vulnerable,directive_(eu)_2016_800_en.txt
ils,sont,prive,directive_(eu)_2016_800_en.txt
enfants,sont dans,position particulierement vulnerable,directive_(eu)_2016_800_en.txt
ils,sont prives de,liberte,directive_(eu)_2016_800_en.txt
ils,sont,lorsqu'il est prive,directive_(eu)_2016_800_en.txt
45 enfants,sont dans,position,directive_(eu)_2016_800_en.txt
efforts,eviter,privation,directive_(eu)_2016_800_en.txt
efforts,eviter,privation de liberte,directive_(eu)_2016_800_en.txt
efforts particuliers,eviter,privation de liberte,directive_(eu)_2016_800_en.txt
efforts particuliers,eviter,privation,directive_(eu)_2016_800_en.txt
efforts,devrait,devrait entreprendre,directive_(eu)_2016_800_en.txt
efforts particuliers,devrait,devrait entreprendre,directive_(eu)_2016_800_en.txt
efforts particuliers,devrait,devrait donc entreprendre,directive_(eu)_2016_800_en.txt
efforts,devrait,devrait donc entreprendre,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire,dispositions pratiques,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire sur,application a des situations,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire sur,application de l'exigence,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire sur,application,directive_(eu)_2016_800_en.txt
Etats membres,pourrait prendre des dispositions sur,application de l'exigence a des situations,directive_(eu)_2016_800_en.txt
Etats membres,pourrait prendre des dispositions sur,application a des situations,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire sur,application aux situations de garde a vue,directive_(eu)_2016_800_en.txt
Etats membres,pourrait prendre des dispositions sur,application,directive_(eu)_2016_800_en.txt
Etats membres,pourrait prendre des dispositions sur,application de l'exigence,directive_(eu)_2016_800_en.txt
Etats membres,pourrait prendre des dispositions sur,application aux situations de garde a vue,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire sur,application de l'exigence aux situations de garde a vue,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire sur,application de l'exigence a des situations,directive_(eu)_2016_800_en.txt
Etats membres,pourrait faire,arrangements,directive_(eu)_2016_800_en.txt
Etats membres,pourrait prendre des dispositions sur,application de l'exigence aux situations de garde a vue,directive_(eu)_2016_800_en.txt
il,semble,necessaire,directive_(eu)_2016_800_en.txt
prejudice,est dans,cas,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite pour les policiers d'apprehender dans des situations,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite d'apprehender,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite pour les policiers d'apprehender,directive_(eu)_2016_800_en.txt
il,semble,au necessaire,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite pour les policiers d'etre apprehendes dans des situations,directive_(eu)_2016_800_en.txt
il,semble,a premiere vue,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite d'apprehender,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite pour les policiers d'apprehender,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite d'apprehender dans des situations,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice a la possibilite d'apprehender dans des situations,directive_(eu)_2016_800_en.txt
exigence,est sans,en cas de prejudice,directive_(eu)_2016_800_en.txt
autorites competentes,devrait considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
les autorites,ont,recours a de telles mesures,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait toujours considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
les autorites,devrait toujours considerer,mesures,directive_(eu)_2016_800_en.txt
les autorites,devrait toujours considerer,mesures,directive_(eu)_2016_800_en.txt
autorites competentes,devrait considerer,mesures,directive_(eu)_2016_800_en.txt
autorites competentes,devrait considerer,mesures,directive_(eu)_2016_800_en.txt
les autorites,ont,recours,directive_(eu)_2016_800_en.txt
autorites competentes,devrait toujours considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait considerer,mesures,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait considerer,mesures,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait toujours considerer,mesures alternatives a la detention,directive_(eu)_2016_800_en.txt
autorites competentes,devrait considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
les autorites,devrait considerer,mesures,directive_(eu)_2016_800_en.txt
les autorites,devrait considerer,mesures,directive_(eu)_2016_800_en.txt
les autorites,devrait toujours considerer,mesures alternatives a la detention,directive_(eu)_2016_800_en.txt
autorites competentes,devrait toujours considerer,mesures alternatives a la detention,directive_(eu)_2016_800_en.txt
Union europeenne,du journal est,l 132/7 46,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait considerer,mesures alternatives a la detention,directive_(eu)_2016_800_en.txt
les autorites,devrait toujours considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
autorites competentes,ont,recours a des mesures,directive_(eu)_2016_800_en.txt
les autorites,devrait considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
autorites competentes,devrait toujours considerer,mesures,directive_(eu)_2016_800_en.txt
autorites competentes,devrait toujours considerer,mesures,directive_(eu)_2016_800_en.txt
les autorites,devrait toujours considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
les autorites,ont,recours a des mesures,directive_(eu)_2016_800_en.txt
les autorites,devrait considerer,mesures alternatives a la detention,directive_(eu)_2016_800_en.txt
autorites competentes,ont,recours a de telles mesures,directive_(eu)_2016_800_en.txt
autorites competentes,devrait considerer,mesures alternatives a la detention,directive_(eu)_2016_800_en.txt
autorites competentes,ont,recours,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait toujours considerer,mesures,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait toujours considerer,mesures,directive_(eu)_2016_800_en.txt
21.5.2016 fr journal officiel,devrait toujours considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
autorites competentes,devrait toujours considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
les autorites,devrait considerer,mesures alternatives,directive_(eu)_2016_800_en.txt
participation,est dans,programmes therapeutiques,directive_(eu)_2016_800_en.txt
enfant,obligation,pour l'enfant resident dans un lieu specifique,directive_(eu)_2016_800_en.txt
enfant,obligation,enfant a resider,directive_(eu)_2016_800_en.txt
participation,est dans,programmes educatifs,directive_(eu)_2016_800_en.txt
enfant,participer a,programmes educatifs,directive_(eu)_2016_800_en.txt
enfant,participer a,programmes therapeutiques,directive_(eu)_2016_800_en.txt
enfant,obligation,enfant reside,directive_(eu)_2016_800_en.txt
enfant,participer a,programmes,directive_(eu)_2016_800_en.txt
enfant,rapports,obligations envers les autorites,directive_(eu)_2016_800_en.txt
enfant,participer a,programmes,directive_(eu)_2016_800_en.txt
enfant,restrictions concernant,contact,directive_(eu)_2016_800_en.txt
enfant,obligation,pour enfant resident sur place,directive_(eu)_2016_800_en.txt
enfant,obligation,enfant a resider dans un lieu specifique,directive_(eu)_2016_800_en.txt
enfant,rapports,obligations,directive_(eu)_2016_800_en.txt
enfant,obligation,enfant a resider sur place,directive_(eu)_2016_800_en.txt
enfant,obligation,l'enfant reside sur place,directive_(eu)_2016_800_en.txt
enfant,obligation,pour que l'enfant reside sur place,directive_(eu)_2016_800_en.txt
contact,est avec,personnes specifiques,directive_(eu)_2016_800_en.txt
enfant,obligation,pour enfant resident,directive_(eu)_2016_800_en.txt
enfant,obligation,l'enfant reside dans un lieu specifique,directive_(eu)_2016_800_en.txt
enfant,pour,consentement,directive_(eu)_2016_800_en.txt
enfant,obligation,pour que l'enfant reside dans un lieu specifique,directive_(eu)_2016_800_en.txt
enfant,rapports,obligations envers les autorites competentes,directive_(eu)_2016_800_en.txt
enfant,restrictions concernant,contact avec des personnes specifiques,directive_(eu)_2016_800_en.txt
enfant,obligation,pour que l'enfant reside,directive_(eu)_2016_800_en.txt
enfant,restrictions concernant,contacts avec des personnes,directive_(eu)_2016_800_en.txt
retenue,devrait,devrait faire l'objet d'un examen par un tribunal,directive_(eu)_2016_800_en.txt
retenue,devrait,devrait faire l'objet d'un examen periodique par le tribunal,directive_(eu)_2016_800_en.txt
retenue,devrait,devrait soumettre,directive_(eu)_2016_800_en.txt
retenue,devrait,devrait faire l'objet d'un examen,directive_(eu)_2016_800_en.txt
retenue,devrait,devrait faire l'objet d'un examen periodique,directive_(eu)_2016_800_en.txt
il,effectuer par,rechercher,directive_(eu)_2016_800_en.txt
enfant,de,avocat,directive_(eu)_2016_800_en.txt
il,devrait,devrait etre possible,directive_(eu)_2016_800_en.txt
il,proceder a un examen par,tribunal de l'avocat des enfants,directive_(eu)_2016_800_en.txt
il,effectuer,tel examen,directive_(eu)_2016_800_en.txt
il,effectuer a,demande,directive_(eu)_2016_800_en.txt
il,effectuer,tel examen periodique d'office,directive_(eu)_2016_800_en.txt
il,effectuer,examen periodique,directive_(eu)_2016_800_en.txt
il,effectuer,un tel examen periodique,directive_(eu)_2016_800_en.txt
il,effectuer,examen periodique d'office,directive_(eu)_2016_800_en.txt
il,effectuer,tel examen d'office,directive_(eu)_2016_800_en.txt
il,effectuer a,demande d'enfant,directive_(eu)_2016_800_en.txt
il,effectuer,examen,directive_(eu)_2016_800_en.txt
il,effectuer,examen d'office,directive_(eu)_2016_800_en.txt
il,proceder a un examen a,demande d'enfant,directive_(eu)_2016_800_en.txt
il,proceder a un examen par,rechercher,directive_(eu)_2016_800_en.txt
il,effectuer par,tribunal de l'avocat des enfants,directive_(eu)_2016_800_en.txt
il,proceder a un examen a,demande,directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,dispositions concernant notamment la situation,directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,dispositions pratiques concernant notamment la situation,directive_(eu)_2016_800_en.txt
dispositions pratiques,est dans,respect,directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,dispositions en ce qui concerne,directive_(eu)_2016_800_en.txt
enfant,a,demandes d'avocat,directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,arrangements,directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,modalites pratiques concernant,directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,"dispositions pratiques, y compris concernant la situation",directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,"arrangements, y compris concernant la situation",directive_(eu)_2016_800_en.txt
Etats membres,devrait prevoir,dispositions pratiques,directive_(eu)_2016_800_en.txt
enfants,sont,ou detenu,directive_(eu)_2016_800_en.txt
ils,devrait beneficier de,mesures de protection,directive_(eu)_2016_800_en.txt
enfants,sont,detenu,directive_(eu)_2016_800_en.txt
ils,devrait beneficier de,mesures de protection speciales,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet superieur de l'enfant le faire,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet de l'enfant ne le fait pas,directive_(eu)_2016_800_en.txt
il,est,considere,directive_(eu)_2016_800_en.txt
il,est,a moins d'etre considere,directive_(eu)_2016_800_en.txt
il,etre dans,l'interet de l'enfant de ne pas le faire,directive_(eu)_2016_800_en.txt
il,est considere,dans l'interet de l'enfant le faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet superieur de l'enfant ne pas le faire,directive_(eu)_2016_800_en.txt
il,est considere,l'interet superieur de l'enfant,directive_(eu)_2016_800_en.txt
il,est considere,les interets de l'enfant le font,directive_(eu)_2016_800_en.txt
il,est considere,l'interet de l'enfant a ne pas faire,directive_(eu)_2016_800_en.txt
