en_Subject,en_Predicate,en_Object,Triple_ID
child,after,deprivation of liberty,directive_2013_48_eu_en.txt
holder,be,provided,directive_2013_48_eu_en.txt
providing,is contrary,if interests of child,directive_2013_48_eu_en.txt
providing,is contrary,if best interests of child,directive_2013_48_eu_en.txt
providing,is contrary,interests of child,directive_2013_48_eu_en.txt
providing,is contrary,if best interests,directive_2013_48_eu_en.txt
providing,is contrary,best interests of child,directive_2013_48_eu_en.txt
providing,is contrary,best interests,directive_2013_48_eu_en.txt
providing,is contrary,if interests,directive_2013_48_eu_en.txt
providing,is contrary,interests,directive_2013_48_eu_en.txt
member states,should apply without,should prejudice,directive_2013_48_eu_en.txt
should line,is with,charter,directive_2013_48_eu_en.txt
provisions,pending,legislative act of union,directive_2013_48_eu_en.txt
provisions,pending,legislative act,directive_2013_48_eu_en.txt
provisions,pending legislative act of union on,legal aid,directive_2013_48_eu_en.txt
member states,should apply without,should prejudice to provisions pending on legal aid,directive_2013_48_eu_en.txt
provisions,pending legislative act on,legal aid,directive_2013_48_eu_en.txt
provisions,pending act of union on,legal aid,directive_2013_48_eu_en.txt
member states,should apply in,relation to legal aid,directive_2013_48_eu_en.txt
provisions,pending on,aid,directive_2013_48_eu_en.txt
member states,should apply in,relation,directive_2013_48_eu_en.txt
provisions,pending act on,legal aid,directive_2013_48_eu_en.txt
member states,should apply,their national law,directive_2013_48_eu_en.txt
member states,should apply without,should prejudice to provisions,directive_2013_48_eu_en.txt
provisions,pending on,legal aid,directive_2013_48_eu_en.txt
member states,should apply without,should prejudice to provisions pending on aid,directive_2013_48_eu_en.txt
provisions,pending legislative act of union on,aid,directive_2013_48_eu_en.txt
provisions,pending,act of union,directive_2013_48_eu_en.txt
member states,should apply without,should prejudice to provisions pending,directive_2013_48_eu_en.txt
member states,should apply,their law,directive_2013_48_eu_en.txt
member states,should apply in,relation to aid,directive_2013_48_eu_en.txt
provisions,pending,act,directive_2013_48_eu_en.txt
provisions,pending act on,aid,directive_2013_48_eu_en.txt
provisions,pending act of union on,aid,directive_2013_48_eu_en.txt
provisions,pending legislative act on,aid,directive_2013_48_eu_en.txt
member states,should put remedies,to protect,directive_2013_48_eu_en.txt
member states,should put,remedies,directive_2013_48_eu_en.txt
member states,should put in,principle of effectiveness of union law,directive_2013_48_eu_en.txt
member states,should put remedies,protect,directive_2013_48_eu_en.txt
member states,should put in,principle of effectiveness,directive_2013_48_eu_en.txt
member states,should put,to protect,directive_2013_48_eu_en.txt
member states,should put in,place,directive_2013_48_eu_en.txt
member states,should put in,principle,directive_2013_48_eu_en.txt
member states,should put,protect,directive_2013_48_eu_en.txt
member states,protect,rights,directive_2013_48_eu_en.txt
member states,should put remedies in,principle of effectiveness of union law,directive_2013_48_eu_en.txt
member states,should put remedies in,principle of effectiveness,directive_2013_48_eu_en.txt
member states,should put,adequate remedies,directive_2013_48_eu_en.txt
member states,should put remedies in,place,directive_2013_48_eu_en.txt
member states,should put remedies in,principle,directive_2013_48_eu_en.txt
member states,should ensure,that in assessment,directive_2013_48_eu_en.txt
right,is in,cases,directive_2013_48_eu_en.txt
member states,should ensure,that in assessment of statements,directive_2013_48_eu_en.txt
regard,should,in context should had,directive_2013_48_eu_en.txt
regard,should,should had to case law of european court,directive_2013_48_eu_en.txt
rights,be irretrievably prejudiced in,principle,directive_2013_48_eu_en.txt
rights,be,irretrievably prejudiced,directive_2013_48_eu_en.txt
incriminating statements,made without,access,directive_2013_48_eu_en.txt
regard,should,in context should had to case law,directive_2013_48_eu_en.txt
statements,made during,police interrogation,directive_2013_48_eu_en.txt
regard,should,in context should had to case law of european court of human rights,directive_2013_48_eu_en.txt
incriminating statements,made without,access to lawyer,directive_2013_48_eu_en.txt
rights,be prejudiced in,principle,directive_2013_48_eu_en.txt
statements,made without,access,directive_2013_48_eu_en.txt
regard,should,should had to case law of european court of human rights,directive_2013_48_eu_en.txt
statements,made without,access to lawyer,directive_2013_48_eu_en.txt
regard,should,should had to case law,directive_2013_48_eu_en.txt
regard,should,should had,directive_2013_48_eu_en.txt
rights,be,prejudiced,directive_2013_48_eu_en.txt
regard,should,in context should had to case law of european court,directive_2013_48_eu_en.txt
incriminating statements,made during,police interrogation,directive_2013_48_eu_en.txt
member states,should refrain from,limiting,directive_2013_48_eu_en.txt
exercise,communicate in,respect of suspects,directive_2013_48_eu_en.txt
exercise,communicate with,party,directive_2013_48_eu_en.txt
exercise,communicate with,third party,directive_2013_48_eu_en.txt
example,is with,institution responsible for protection of children,directive_2013_48_eu_en.txt
deferral,be permitted,to communicate for example with institution responsible,directive_2013_48_eu_en.txt
deferral,be permitted,to communicate for example,directive_2013_48_eu_en.txt
deferral,be permitted,communicate for example with institution,directive_2013_48_eu_en.txt
deferral,be permitted,to communicate,directive_2013_48_eu_en.txt
deferral,be,permitted,directive_2013_48_eu_en.txt
deferral,be permitted,communicate,directive_2013_48_eu_en.txt
deferral,be permitted,communicate for example with institution responsible for protection of children,directive_2013_48_eu_en.txt
deferral,be permitted,communicate for example with institution responsible for protection,directive_2013_48_eu_en.txt
deferral,be permitted,communicate for example,directive_2013_48_eu_en.txt
deferral,be permitted,communicate for example with institution responsible,directive_2013_48_eu_en.txt
deferral,be permitted,to communicate for example with institution responsible for protection,directive_2013_48_eu_en.txt
deferral,be permitted,to communicate for example with institution responsible for protection of children,directive_2013_48_eu_en.txt
deferral,be permitted,to communicate for example with institution,directive_2013_48_eu_en.txt
member states,notification of,their transposition measures,directive_2013_48_eu_en.txt
notification,is with,one documents explaining,directive_2013_48_eu_en.txt
notification,accompany in,cases,directive_2013_48_eu_en.txt
notification,accompany in,justified cases,directive_2013_48_eu_en.txt
legislator,considers,to justified,directive_2013_48_eu_en.txt
legislator,considers with,directive,directive_2013_48_eu_en.txt
legislator,considers,justified,directive_2013_48_eu_en.txt
right,have,third person informed of deprivation,directive_2013_48_eu_en.txt
right,have,third person informed of deprivation of liberty,directive_2013_48_eu_en.txt
right,have,person informed of deprivation,directive_2013_48_eu_en.txt
right,have,third person informed,directive_2013_48_eu_en.txt
right,have,third person,directive_2013_48_eu_en.txt
right,have,person,directive_2013_48_eu_en.txt
right,have,person informed of deprivation of liberty,directive_2013_48_eu_en.txt
right,have,person informed,directive_2013_48_eu_en.txt
member states,are bound by,it,directive_2013_48_eu_en.txt
6.11.2013,have adopted,directive,directive_2013_48_eu_en.txt
directive,applies to,suspects,directive_2013_48_eu_en.txt
they,are,suspected,directive_2013_48_eu_en.txt
directive,applies to,suspects in criminal proceedings,directive_2013_48_eu_en.txt
they,committed,offence,directive_2013_48_eu_en.txt
they,are suspected,of having committed,directive_2013_48_eu_en.txt
suspects,is in,criminal proceedings,directive_2013_48_eu_en.txt
directive,applies to,suspects in proceedings,directive_2013_48_eu_en.txt
they,committed,criminal offence,directive_2013_48_eu_en.txt
directive,applies from,time,directive_2013_48_eu_en.txt
they,are made by,notification,directive_2013_48_eu_en.txt
they,are suspected,having committed,directive_2013_48_eu_en.txt
they,are,when made by notification,directive_2013_48_eu_en.txt
it,applies until,conclusion of proceedings,directive_2013_48_eu_en.txt
it,applies until,conclusion,directive_2013_48_eu_en.txt
directive,applies to,persons,directive_2013_48_eu_en.txt
directive,applies to,persons subject to arrest warrant proceedings,directive_2013_48_eu_en.txt
directive,applies from,time of their arrest,directive_2013_48_eu_en.txt
directive,applies to,persons subject,directive_2013_48_eu_en.txt
directive,applies to,persons subject to european arrest warrant proceedings,directive_2013_48_eu_en.txt
directive,applies to,requested persons,directive_2013_48_eu_en.txt
directive,applies to,persons other than suspects,directive_2013_48_eu_en.txt
directive,also applies to,persons other,directive_2013_48_eu_en.txt
directive,also applies to,persons other than suspects,directive_2013_48_eu_en.txt
directive,also applies under,conditions as provided,directive_2013_48_eu_en.txt
directive,applies under,same conditions as provided,directive_2013_48_eu_en.txt
directive,applies under,conditions as provided,directive_2013_48_eu_en.txt
directive,also applies under,same conditions as provided,directive_2013_48_eu_en.txt
directive,applies under,conditions as provided for in paragraph 1,directive_2013_48_eu_en.txt
directive,applies to,persons other,directive_2013_48_eu_en.txt
directive,also applies under,same conditions as provided for in paragraph 1,directive_2013_48_eu_en.txt
directive,also applies to,persons,directive_2013_48_eu_en.txt
directive,also applies under,conditions as provided for in paragraph 1,directive_2013_48_eu_en.txt
directive,applies under,same conditions as provided for in paragraph 1,directive_2013_48_eu_en.txt
suspect person,is,deprived of liberty irrespective of stage,directive_2013_48_eu_en.txt
suspect person,is,deprived irrespective of stage of proceedings,directive_2013_48_eu_en.txt
suspect person,is,where deprived of liberty irrespective of stage,directive_2013_48_eu_en.txt
suspect person,is,where deprived of liberty irrespective of stage of proceedings,directive_2013_48_eu_en.txt
suspect person,is,deprived,directive_2013_48_eu_en.txt
suspect person,is,where deprived,directive_2013_48_eu_en.txt
suspect person,is,where deprived of liberty,directive_2013_48_eu_en.txt
suspect person,is deprived of,liberty,directive_2013_48_eu_en.txt
suspect person,is,where deprived of liberty irrespective,directive_2013_48_eu_en.txt
suspect person,is,where deprived irrespective of stage of criminal proceedings,directive_2013_48_eu_en.txt
suspect person,is,where deprived irrespective,directive_2013_48_eu_en.txt
suspect person,is,deprived irrespective,directive_2013_48_eu_en.txt
suspect person,is,deprived of liberty irrespective of stage of proceedings,directive_2013_48_eu_en.txt
suspect person,is,deprived irrespective of stage,directive_2013_48_eu_en.txt
suspect person,is,where deprived irrespective of stage of proceedings,directive_2013_48_eu_en.txt
suspect person,is,where deprived irrespective of stage,directive_2013_48_eu_en.txt
suspect person,is,where deprived of liberty irrespective of stage of criminal proceedings,directive_2013_48_eu_en.txt
suspect person,is deprived irrespective of,liberty,directive_2013_48_eu_en.txt
suspect person,is,deprived irrespective of stage of criminal proceedings,directive_2013_48_eu_en.txt
suspect person,is,deprived of liberty irrespective of stage of criminal proceedings,directive_2013_48_eu_en.txt
persons,have,so as allow,directive_2013_48_eu_en.txt
accused persons,so allow,persons,directive_2013_48_eu_en.txt
accused persons,so allow practically,persons concerned,directive_2013_48_eu_en.txt
persons,have in,such time,directive_2013_48_eu_en.txt
accused persons,allow practically,persons concerned,directive_2013_48_eu_en.txt
persons,allow practically,persons concerned to exercise,directive_2013_48_eu_en.txt
persons,so allow practically and effectively,persons,directive_2013_48_eu_en.txt
suspects,have,as allow,directive_2013_48_eu_en.txt
accused persons,allow practically and effectively,persons,directive_2013_48_eu_en.txt
persons,have right,so to allow,directive_2013_48_eu_en.txt
accused persons,have,so as to allow,directive_2013_48_eu_en.txt
accused persons,allow practically and effectively,persons concerned to exercise,directive_2013_48_eu_en.txt
persons,have,allow,directive_2013_48_eu_en.txt
accused persons,so allow,persons concerned,directive_2013_48_eu_en.txt
persons,so allow practically,persons concerned,directive_2013_48_eu_en.txt
persons,allow practically and effectively,persons concerned to exercise,directive_2013_48_eu_en.txt
suspects,have,so as allow,directive_2013_48_eu_en.txt
persons,allow,persons,directive_2013_48_eu_en.txt
accused persons,so allow practically,persons concerned to exercise,directive_2013_48_eu_en.txt
persons,have right,as to allow,directive_2013_48_eu_en.txt
accused persons,allow,persons,directive_2013_48_eu_en.txt
accused persons,have right,so to allow,directive_2013_48_eu_en.txt
persons,allow practically and effectively,persons,directive_2013_48_eu_en.txt
persons,so allow practically,persons,directive_2013_48_eu_en.txt
persons,allow,persons concerned,directive_2013_48_eu_en.txt
persons,have right,as allow,directive_2013_48_eu_en.txt
accused persons,have right in,time,directive_2013_48_eu_en.txt
accused persons,have,allow,directive_2013_48_eu_en.txt
suspects,have right,so allow,directive_2013_48_eu_en.txt
persons,have right in,time,directive_2013_48_eu_en.txt
accused persons,so allow practically and effectively,persons,directive_2013_48_eu_en.txt
persons,have in,time,directive_2013_48_eu_en.txt
persons,have right,allow,directive_2013_48_eu_en.txt
suspects,have right,so as to allow,directive_2013_48_eu_en.txt
accused persons,so allow practically,persons,directive_2013_48_eu_en.txt
persons,allow practically and effectively,persons concerned,directive_2013_48_eu_en.txt
persons,have,as to allow,directive_2013_48_eu_en.txt
accused persons,have right,so as to allow,directive_2013_48_eu_en.txt
suspects,have right,so to allow,directive_2013_48_eu_en.txt
accused persons,have right,as allow,directive_2013_48_eu_en.txt
suspects,have right,allow,directive_2013_48_eu_en.txt
persons,so allow practically and effectively,persons concerned to exercise,directive_2013_48_eu_en.txt
accused persons,have right,allow,directive_2013_48_eu_en.txt
suspects,have in,time,directive_2013_48_eu_en.txt
persons,have right,to allow,directive_2013_48_eu_en.txt
accused persons,have,to allow,directive_2013_48_eu_en.txt
accused persons,have,so allow,directive_2013_48_eu_en.txt
accused persons,have,so as allow,directive_2013_48_eu_en.txt
suspects,have in,such time,directive_2013_48_eu_en.txt
persons,have right,so allow,directive_2013_48_eu_en.txt
persons,so allow,persons concerned,directive_2013_48_eu_en.txt
accused persons,have right,so allow,directive_2013_48_eu_en.txt
persons,have right,so as to allow,directive_2013_48_eu_en.txt
persons,allow practically,persons,directive_2013_48_eu_en.txt
accused persons,so allow,persons concerned to exercise,directive_2013_48_eu_en.txt
suspects,have,allow,directive_2013_48_eu_en.txt
persons,so allow practically and effectively,persons concerned,directive_2013_48_eu_en.txt
accused persons,allow,persons concerned,directive_2013_48_eu_en.txt
accused persons,have right in,such time,directive_2013_48_eu_en.txt
suspects,have right in,time,directive_2013_48_eu_en.txt
accused persons,allow practically and effectively,persons concerned,directive_2013_48_eu_en.txt
accused persons,have in,time,directive_2013_48_eu_en.txt
accused persons,have right,so as allow,directive_2013_48_eu_en.txt
persons,have,so to allow,directive_2013_48_eu_en.txt
suspects,have,so to allow,directive_2013_48_eu_en.txt
suspects,have right,as to allow,directive_2013_48_eu_en.txt
suspects,have,as to allow,directive_2013_48_eu_en.txt
persons,have,so as to allow,directive_2013_48_eu_en.txt
accused persons,allow practically,persons,directive_2013_48_eu_en.txt
persons,allow practically,persons concerned,directive_2013_48_eu_en.txt
suspects,have right,as allow,directive_2013_48_eu_en.txt
accused persons,have right,to allow,directive_2013_48_eu_en.txt
persons,have right,so as allow,directive_2013_48_eu_en.txt
accused persons,so allow practically and effectively,persons concerned to exercise,directive_2013_48_eu_en.txt
accused persons,have,as allow,directive_2013_48_eu_en.txt
accused persons,have right,as to allow,directive_2013_48_eu_en.txt
suspects,have right,so as allow,directive_2013_48_eu_en.txt
suspects,have,to allow,directive_2013_48_eu_en.txt
accused persons,have in,such time,directive_2013_48_eu_en.txt
persons,have,as allow,directive_2013_48_eu_en.txt
accused persons,have,so to allow,directive_2013_48_eu_en.txt
accused persons,allow practically,persons concerned to exercise,directive_2013_48_eu_en.txt
suspects,have,so as to allow,directive_2013_48_eu_en.txt
persons,so allow,persons concerned to exercise,directive_2013_48_eu_en.txt
persons,have,so allow,directive_2013_48_eu_en.txt
persons,have,to allow,directive_2013_48_eu_en.txt
persons,so allow,persons,directive_2013_48_eu_en.txt
persons,so allow practically,persons concerned to exercise,directive_2013_48_eu_en.txt
persons,have right in,such time,directive_2013_48_eu_en.txt
persons,allow,persons concerned to exercise,directive_2013_48_eu_en.txt
accused persons,have,as to allow,directive_2013_48_eu_en.txt
accused persons,so allow practically and effectively,persons concerned,directive_2013_48_eu_en.txt
suspects,have,so allow,directive_2013_48_eu_en.txt
suspects,have right in,such time,directive_2013_48_eu_en.txt
suspects,have right,to allow,directive_2013_48_eu_en.txt
accused persons,allow,persons concerned to exercise,directive_2013_48_eu_en.txt
member states,shall endeavour,make,directive_2013_48_eu_en.txt
information,available,to facilitate,directive_2013_48_eu_en.txt
general information,available,facilitate,directive_2013_48_eu_en.txt
information,available,to facilitate by suspects,directive_2013_48_eu_en.txt
general information,available,facilitate by suspects,directive_2013_48_eu_en.txt
information,available,facilitate,directive_2013_48_eu_en.txt
information,facilitate,the obtaining,directive_2013_48_eu_en.txt
general information,facilitate,the of lawyer,directive_2013_48_eu_en.txt
member states,shall endeavour,to make,directive_2013_48_eu_en.txt
general information,facilitate by,suspects,directive_2013_48_eu_en.txt
information,facilitate,the of lawyer,directive_2013_48_eu_en.txt
general information,facilitate,the obtaining,directive_2013_48_eu_en.txt
general information,facilitate,the,directive_2013_48_eu_en.txt
general information,available,to facilitate by suspects,directive_2013_48_eu_en.txt
information,available,facilitate by suspects,directive_2013_48_eu_en.txt
information,facilitate by,suspects,directive_2013_48_eu_en.txt
general information,facilitate,the obtaining of lawyer,directive_2013_48_eu_en.txt
general information,available,to facilitate,directive_2013_48_eu_en.txt
information,facilitate,the,directive_2013_48_eu_en.txt
information,facilitate,the obtaining of lawyer,directive_2013_48_eu_en.txt
suspects,shall have,access without undue delay,directive_2013_48_eu_en.txt
suspects,shall have,access to lawyer without undue delay,directive_2013_48_eu_en.txt
accused persons,shall have,access to lawyer without delay,directive_2013_48_eu_en.txt
accused persons,shall have,access to lawyer,directive_2013_48_eu_en.txt
persons,shall have,access to lawyer,directive_2013_48_eu_en.txt
persons,shall have,access,directive_2013_48_eu_en.txt
persons,shall have,access without delay,directive_2013_48_eu_en.txt
suspects,shall have,access,directive_2013_48_eu_en.txt
suspects,shall have,access to lawyer,directive_2013_48_eu_en.txt
persons,shall have,access without undue delay,directive_2013_48_eu_en.txt
suspects,shall have,access without delay,directive_2013_48_eu_en.txt
persons,shall have,access to lawyer without delay,directive_2013_48_eu_en.txt
accused persons,shall have,access to lawyer without undue delay,directive_2013_48_eu_en.txt
accused persons,shall have,access without delay,directive_2013_48_eu_en.txt
accused persons,shall have,access without undue delay,directive_2013_48_eu_en.txt
persons,shall have,access to lawyer without undue delay,directive_2013_48_eu_en.txt
suspects,shall have,access to lawyer without delay,directive_2013_48_eu_en.txt
accused persons,shall have,access,directive_2013_48_eu_en.txt
provisions,shall make,ensure,directive_2013_48_eu_en.txt
suspects,are in,position exercise effectively,directive_2013_48_eu_en.txt
notwithstanding provisions,shall make,to ensure,directive_2013_48_eu_en.txt
persons,access to,lawyer from whichever of following points in time,directive_2013_48_eu_en.txt
accused persons,shall have in,event,directive_2013_48_eu_en.txt
suspects,exercise,their right of access to lawyer,directive_2013_48_eu_en.txt
persons,access to,lawyer from whichever,directive_2013_48_eu_en.txt
persons,shall have in,event,directive_2013_48_eu_en.txt
accused persons,access to,lawyer,directive_2013_48_eu_en.txt
accused persons,access to,lawyer from whichever of following points,directive_2013_48_eu_en.txt
provisions,shall make,necessary arrangements,directive_2013_48_eu_en.txt
suspects,exercise effectively,their right of access,directive_2013_48_eu_en.txt
suspects,are in,position exercise,directive_2013_48_eu_en.txt
suspects,are in,position to exercise effectively,directive_2013_48_eu_en.txt
persons,access to,lawyer from whichever of points,directive_2013_48_eu_en.txt
suspects,exercise effectively,their right,directive_2013_48_eu_en.txt
persons,access to,lawyer,directive_2013_48_eu_en.txt
persons,access to,lawyer from whichever in time,directive_2013_48_eu_en.txt
accused persons,access to,lawyer from whichever of following points in time,directive_2013_48_eu_en.txt
suspects,exercise effectively,their right of access to lawyer,directive_2013_48_eu_en.txt
accused persons,access to,lawyer from whichever in time,directive_2013_48_eu_en.txt
accused persons,access to,lawyer from whichever of points in time,directive_2013_48_eu_en.txt
suspects,are in,position to exercise,directive_2013_48_eu_en.txt
accused persons,access to,lawyer from whichever,directive_2013_48_eu_en.txt
national law,of provisions is,member states,directive_2013_48_eu_en.txt
notwithstanding provisions,shall make,ensure,directive_2013_48_eu_en.txt
accused persons,are,deprived,directive_2013_48_eu_en.txt
they,have waived,that,directive_2013_48_eu_en.txt
accused persons,access to,lawyer from whichever of points,directive_2013_48_eu_en.txt
persons,access to,lawyer from whichever of following points,directive_2013_48_eu_en.txt
suspects,shall have access in,event,directive_2013_48_eu_en.txt
mandatory presence,concerning provisions is,member states,directive_2013_48_eu_en.txt
persons,shall have access in,event,directive_2013_48_eu_en.txt
persons,access to,lawyer from whichever of points in time,directive_2013_48_eu_en.txt
suspects,shall have in,event,directive_2013_48_eu_en.txt
notwithstanding provisions,shall make,arrangements,directive_2013_48_eu_en.txt
provisions,shall make,to ensure,directive_2013_48_eu_en.txt
notwithstanding provisions,shall make,necessary arrangements,directive_2013_48_eu_en.txt
provisions,shall make,arrangements,directive_2013_48_eu_en.txt
accused persons,are deprived of,liberty,directive_2013_48_eu_en.txt
accused persons,shall have access in,event,directive_2013_48_eu_en.txt
suspects,exercise,their right of access,directive_2013_48_eu_en.txt
suspects,exercise,their right,directive_2013_48_eu_en.txt
paragraph 3,of point is,c,directive_2013_48_eu_en.txt
right,shall entail,the following,directive_2013_48_eu_en.txt
lawyer,representing including,including prior questioning by police,directive_2013_48_eu_en.txt
the,right of,access to lawyer,directive_2013_48_eu_en.txt
the following,right of,access to lawyer,directive_2013_48_eu_en.txt
the following,right of,access,directive_2013_48_eu_en.txt
the,right of,access,directive_2013_48_eu_en.txt
right,shall entail,the,directive_2013_48_eu_en.txt
lawyer,representing including,including prior questioning,directive_2013_48_eu_en.txt
participation,shall in,shall procedures under national law,directive_2013_48_eu_en.txt
participation,shall in,shall procedures,directive_2013_48_eu_en.txt
such participation,shall in,shall procedures under law,directive_2013_48_eu_en.txt
such participation,shall in,shall procedures,directive_2013_48_eu_en.txt
such participation,shall in,shall procedures under national law,directive_2013_48_eu_en.txt
participation,shall in,shall procedures under law,directive_2013_48_eu_en.txt
acts,are,where provided,directive_2013_48_eu_en.txt
acts,are,where provided for under law,directive_2013_48_eu_en.txt
participation,taken,place,directive_2013_48_eu_en.txt
fact,using recording procedure in,law of concerned,directive_2013_48_eu_en.txt
accused persons,have as,minimum,directive_2013_48_eu_en.txt
lawyer,participates during,questioning,directive_2013_48_eu_en.txt
acts,are provided for,for national law,directive_2013_48_eu_en.txt
suspects,have as,minimum,directive_2013_48_eu_en.txt
fact,using in,law,directive_2013_48_eu_en.txt
fact,using recording procedure in,law,directive_2013_48_eu_en.txt
acts,are,provided,directive_2013_48_eu_en.txt
acts,are,where provided for under national law,directive_2013_48_eu_en.txt
such participation,taken,place,directive_2013_48_eu_en.txt
acts,are provided for,for law,directive_2013_48_eu_en.txt
fact,using,recording procedure,directive_2013_48_eu_en.txt
persons,have as,minimum,directive_2013_48_eu_en.txt
fact,using in,law of concerned,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of point,directive_2013_48_eu_en.txt
geographical remoteness,makes,it impossible,directive_2013_48_eu_en.txt
it,ensure without,undue delay after deprivation of liberty,directive_2013_48_eu_en.txt
it,ensure right without,undue delay after deprivation of liberty,directive_2013_48_eu_en.txt
it,ensure without,delay after deprivation of liberty,directive_2013_48_eu_en.txt
member states,may derogate from,application,directive_2013_48_eu_en.txt
paragraph 2,of point is,c,directive_2013_48_eu_en.txt
it,impossible,ensure without delay after deprivation,directive_2013_48_eu_en.txt
it,impossible,to ensure without undue delay after deprivation of liberty,directive_2013_48_eu_en.txt
it,ensure,right,directive_2013_48_eu_en.txt
it,ensure right without,delay after deprivation of liberty,directive_2013_48_eu_en.txt
it,impossible,to ensure without undue delay,directive_2013_48_eu_en.txt
it,ensure without,delay,directive_2013_48_eu_en.txt
accused,makes,it impossible,directive_2013_48_eu_en.txt
member states,may derogate in,exceptional circumstances,directive_2013_48_eu_en.txt
it,impossible,ensure without undue delay after deprivation,directive_2013_48_eu_en.txt
it,impossible,ensure without delay after deprivation of liberty,directive_2013_48_eu_en.txt
it,impossible,to ensure without delay after deprivation of liberty,directive_2013_48_eu_en.txt
member states,may temporarily derogate in,circumstances,directive_2013_48_eu_en.txt
it,ensure without,delay after deprivation,directive_2013_48_eu_en.txt
it,impossible,to ensure without delay,directive_2013_48_eu_en.txt
it,impossible,to ensure,directive_2013_48_eu_en.txt
it,ensure right without,delay,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of point of paragraph 2,directive_2013_48_eu_en.txt
member states,may derogate from,application of point of paragraph 2,directive_2013_48_eu_en.txt
it,ensure right without,delay after deprivation,directive_2013_48_eu_en.txt
it,impossible,to ensure without undue delay after deprivation,directive_2013_48_eu_en.txt
it,ensure without,undue delay,directive_2013_48_eu_en.txt
it,ensure without,undue delay after deprivation,directive_2013_48_eu_en.txt
it,ensure right without,undue delay,directive_2013_48_eu_en.txt
it,impossible,ensure,directive_2013_48_eu_en.txt
it,ensure,right of access to lawyer,directive_2013_48_eu_en.txt
it,ensure,right of access,directive_2013_48_eu_en.txt
it,impossible,ensure without undue delay,directive_2013_48_eu_en.txt
member states,may derogate from,application of point,directive_2013_48_eu_en.txt
it,impossible,ensure without delay,directive_2013_48_eu_en.txt
member states,may temporarily derogate in,exceptional circumstances,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application,directive_2013_48_eu_en.txt
it,ensure right without,undue delay after deprivation,directive_2013_48_eu_en.txt
member states,may derogate in,circumstances,directive_2013_48_eu_en.txt
remoteness,makes,it impossible,directive_2013_48_eu_en.txt
it,impossible,to ensure without delay after deprivation,directive_2013_48_eu_en.txt
it,impossible,ensure without undue delay after deprivation of liberty,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided for in paragraph 3 to extent justified in light of circumstances,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided to extent justified in light of particular circumstances of case,directive_2013_48_eu_en.txt
member states,may derogate from,application of rights provided to extent justified in light of particular circumstances of case,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided for in paragraph 3 to extent justified in light,directive_2013_48_eu_en.txt
member states,may derogate from,application of rights provided for in paragraph 3 to extent justified in light of circumstances,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided for in paragraph 3 to extent justified,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application provided to extent justified in light of circumstances of case,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided for in paragraph 3 to extent justified in light of particular circumstances,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application provided,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided to extent justified,directive_2013_48_eu_en.txt
member states,may derogate from,application provided to extent justified in light of circumstances of case,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided to extent justified in light of circumstances of case,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application provided for in paragraph 3 to extent justified in light of circumstances,directive_2013_48_eu_en.txt
member states,may derogate from,application provided to extent justified in light of circumstances,directive_2013_48_eu_en.txt
member states,may derogate from,application of rights provided to extent,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided to extent justified in light,directive_2013_48_eu_en.txt
member states,may derogate from,application of rights,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided to extent justified in light of particular circumstances,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application provided to extent justified in light of particular circumstances of case,directive_2013_48_eu_en.txt
member states,may derogate from,application of rights provided for in paragraph 3 to extent justified in light of particular circumstances of case,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided to extent,directive_2013_48_eu_en.txt
member states,may derogate on,basis,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application provided to extent justified in light of circumstances,directive_2013_48_eu_en.txt
member states,may derogate from,application provided to extent justified in light of particular circumstances,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application provided to extent,directive_2013_48_eu_en.txt
member states,may derogate from,application provided to extent,directive_2013_48_eu_en.txt
member states,may temporarily derogate on,basis,directive_2013_48_eu_en.txt
member states,may derogate from,application provided to extent justified,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided for in paragraph 3,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided to extent justified in light of circumstances,directive_2013_48_eu_en.txt
member states,may temporarily derogate from,application of rights provided for in paragraph 3 to extent justified in light of particular circumstances of case,directive_2013_48_eu_en.txt
