en_Subject,en_Predicate,en_Object,Triple_ID,en_Subject_concept,en_Predicate_concept,en_Object_concept
communication,shall include,correspondence other forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,telephone conversations forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,meetings telephone conversations forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
communication,shall include,forms permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,forms:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
communication,shall include,correspondence telephone conversations forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms
such communication,shall include,meetings other forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,forms:telecommunications
communication,shall include,telephone conversations permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
communication,shall include,correspondence forms permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,meetings correspondence other forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:telecommunications
communication,shall include,meetings correspondence telephone conversations other forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms
communication,shall include,correspondence other forms permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:case-law:Malawi:Sulawesi
communication,shall include,meetings telephone conversations forms of communication permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications:case-law:Malawi:Sulawesi
such communication,shall include,meetings correspondence permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:case-law:Malawi:Sulawesi
communication,shall include,meetings forms permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,forms:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,correspondence forms permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:case-law:Malawi:Sulawesi
such communication,shall include,correspondence telephone conversations forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms
other forms,permitted under,law,directive_2013_48_eu_en.txt,forms,-,case-law:Malawi:Sulawesi
communication,shall include,meetings correspondence telephone conversations forms permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms:case-law:Malawi:Sulawesi
such communication,shall include,other forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,forms:telecommunications
such communication,shall include,forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,forms
communication,shall include,telephone conversations forms of communication permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications:case-law:Malawi:Sulawesi
such communication,shall include,meetings correspondence other forms of communication permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:telecommunications:case-law:Malawi:Sulawesi
communication,shall include,telephone conversations other forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications
communication,shall include,meetings telephone conversations permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:case-law:Malawi:Sulawesi
such communication,shall include,correspondence telephone conversations forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,meetings correspondence other forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms
communication,shall include,meetings other forms permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,forms:case-law:Malawi:Sulawesi
communication,shall include,meetings telephone conversations other forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,telephone conversations other forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications
such communication,shall include,meetings telephone conversations permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,telephone conversations other forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,meetings correspondence telephone conversations other forms of communication permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms:telecommunications:case-law:Malawi:Sulawesi
communication,shall include,correspondence telephone conversations forms permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms:case-law:Malawi:Sulawesi
communication,shall include,correspondence telephone conversations other forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms
telephone conversations,permitted under,national law,directive_2013_48_eu_en.txt,telephone,-,national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,telephone conversations other forms permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,telephone:forms:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,correspondence telephone conversations other forms permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
communication,shall include,forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
communication,shall include,meetings forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,forms
communication,shall include,correspondence other forms permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms
such communication,shall include,meetings other forms of communication permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,forms:telecommunications:case-law:Malawi:Sulawesi
communication,shall include,meetings correspondence telephone conversations other forms permitted under law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms:case-law:Malawi:Sulawesi
communication,shall include,meetings correspondence other forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:telecommunications
communication,shall include,meetings other forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,forms:telecommunications
communication,shall include,correspondence telephone conversations other forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:telephone:forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
such communication,shall include,meetings correspondence forms of communication permitted,directive_2013_48_eu_en.txt,telecommunications,-,correspondence:forms:telecommunications
communication,shall include,other forms of communication permitted under national law,directive_2013_48_eu_en.txt,telecommunications,-,forms:telecommunications:national:nationalisation:nationalism:nationality:supranationality:nationalparliaments:case-law:Malawi:Sulawesi:international law:national law
accused persons,are,deprived,directive_2013_48_eu_en.txt,-,-,-
persons,are,deprived,directive_2013_48_eu_en.txt,-,-,-
right,suspects,deprived,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
persons,are deprived of,liberty,directive_2013_48_eu_en.txt,-,-,-
suspects,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
accused persons,are deprived of,liberty,directive_2013_48_eu_en.txt,-,-,-
right,suspects,deprived of liberty,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
holder,is,informed as soon of deprivation of liberty of reasons pertaining thereto,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed soon of deprivation,directive_2013_48_eu_en.txt,shareholder,-,-
member states,shall ensure,child,directive_2013_48_eu_en.txt,states,-,child:children
holder,is,informed soon,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed soon of deprivation of liberty of reasons,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is informed contrary,would interests,directive_2013_48_eu_en.txt,shareholder,-,interests
holder,is,informed soon of deprivation of reasons pertaining,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed as soon of deprivation of reasons pertaining thereto,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is informed soon contrary,unless would interests,directive_2013_48_eu_en.txt,shareholder,-,interests
it,would contrary,would best interests of child,directive_2013_48_eu_en.txt,-,-,asbestos:interests:child:children
holder,is,informed as soon,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is informed as soon contrary,unless would interests,directive_2013_48_eu_en.txt,shareholder,-,interests
it,would contrary,would best interests,directive_2013_48_eu_en.txt,-,-,asbestos:interests
holder,is informed soon contrary,would interests,directive_2013_48_eu_en.txt,shareholder,-,interests
holder,is informed as soon contrary,would interests,directive_2013_48_eu_en.txt,shareholder,-,interests
holder,is,informed as soon of deprivation of liberty of reasons,directive_2013_48_eu_en.txt,shareholder,-,-
it,would contrary,would interests,directive_2013_48_eu_en.txt,-,-,interests
member states,shall ensure,if child,directive_2013_48_eu_en.txt,states,-,child:children
it,would contrary,unless would best interests,directive_2013_48_eu_en.txt,-,-,asbestos:interests
holder,is,informed,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed as soon of deprivation of reasons,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is informed contrary,unless would interests,directive_2013_48_eu_en.txt,shareholder,-,interests
holder,is,informed soon of deprivation of liberty,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed as soon of deprivation of liberty,directive_2013_48_eu_en.txt,shareholder,-,-
it,would contrary,would interests of child,directive_2013_48_eu_en.txt,-,-,interests:child:children
holder,is,informed as soon of deprivation of liberty of reasons pertaining,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed soon of deprivation of reasons pertaining thereto,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed soon of deprivation of reasons,directive_2013_48_eu_en.txt,shareholder,-,-
it,would contrary,unless would interests,directive_2013_48_eu_en.txt,-,-,interests
it,would contrary,unless would interests of child,directive_2013_48_eu_en.txt,-,-,interests:child:children
it,would contrary,unless would best interests of child,directive_2013_48_eu_en.txt,-,-,asbestos:interests:child:children
holder,is,informed as soon of deprivation,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed soon of deprivation of liberty of reasons pertaining,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed as soon of deprivation of reasons pertaining,directive_2013_48_eu_en.txt,shareholder,-,-
holder,is,informed soon of deprivation of liberty of reasons pertaining thereto,directive_2013_48_eu_en.txt,shareholder,-,-
person,shall,for purposes shall considered,directive_2013_48_eu_en.txt,-,-,-
person,shall,for purposes of paragraph shall considered,directive_2013_48_eu_en.txt,-,-,-
person,shall,shall considered,directive_2013_48_eu_en.txt,-,-,-
person,be,child,directive_2013_48_eu_en.txt,-,-,child:children
member states,may cation of,rights set justified in light,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting
member states,may cation of,rights set justified in light of case on basis of one temporarily derogate,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light of case on basis of one derogate from appliout in paragraphs 1,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light on basis of one temporarily derogate,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light of case on basis of one derogate,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
appliout,is in,paragraphs 1,directive_2013_48_eu_en.txt,-,-,-
member states,may cation of,rights set justified on basis,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside
member states,may cation of,rights set justified in light on basis of one derogate from appliout in paragraphs 1,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified on basis of one temporarily derogate from appliout,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified on basis of one derogate from appliout in paragraphs 1,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light of case on basis of one temporarily derogate from appliout,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified on basis of one temporarily derogate,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light of case on basis of one derogate from appliout,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside
member states,may cation of,rights set justified in light on basis,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting
member states,may cation of,rights set justified in light of case on basis of one temporarily derogate from appliout in paragraphs 1,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified on basis of one derogate from appliout,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light on basis of one derogate from appliout,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light on basis of one temporarily derogate from appliout in paragraphs 1,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside
member states,may cation of,rights set justified in light on basis of one temporarily derogate from appliout,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified on basis of one derogate,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light on basis of one derogate,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
member states,may cation of,rights set justified in light of case,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law
member states,may cation of,rights set justified in light of case on basis,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:lighting:moonlighting:carcase:case-law
member states,may cation of,rights set justified on basis of one temporarily derogate from appliout in paragraphs 1,directive_2013_48_eu_en.txt,states,acidification:classification:desertification:education:eutrophication:indemnification:prefabrication:publication:telecommunications:vinification,humanrights:set-aside:confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
suspects,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
suspects,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
right,accused persons,correspond with them,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,correspondence
suspects,also have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
suspects,also have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
right,persons,correspond,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,correspondence
right,persons,correspond with them,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,correspondence
accused persons,have,right to converse,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
suspects,also have,right to converse,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
persons,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
persons,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
right,right,correspond with them,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,copyright:Euroright:humanrights,correspondence
right,suspects,correspond with them,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,correspondence
accused persons,also have,right to converse,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
suspects,have,right to converse,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
right,accused persons,correspond,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,correspondence
persons,also have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
persons,also have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
persons,also have,right to converse,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
accused persons,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
accused persons,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
right,suspects,correspond,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,correspondence
accused persons,also have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
accused persons,also have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
persons,have,right to converse,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
right,right,correspond,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,copyright:Euroright:humanrights,correspondence
such law,enable,given to purposes,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
law,enable,given,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
law,enable,to given to purposes,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
law,enable,given to purposes,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
procedures,enable,to given to purposes,directive_2013_48_eu_en.txt,-,-,-
law,enable,to given,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
such law,enable,to given to purposes,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
rights,are,intended,directive_2013_48_eu_en.txt,humanrights,-,-
such law,enable,given,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
procedures,enable,given,directive_2013_48_eu_en.txt,-,-,-
such law,enable,to given,directive_2013_48_eu_en.txt,case-law:Malawi:Sulawesi,-,-
procedures,enable,to given,directive_2013_48_eu_en.txt,-,-,-
procedures,enable,given to purposes,directive_2013_48_eu_en.txt,-,-,-
authority,is informed without,undue delay,directive_2013_48_eu_en.txt,-,-,-
member states,temporarily derogate from,application of set out in paragraph 2,directive_2013_48_eu_en.txt,states,-,set-aside
authority responsible,is informed without,delay of deprivation of liberty of child,directive_2013_48_eu_en.txt,-,-,child:children
member states,derogate from,application of right set out,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:set-aside
authority,is informed without,delay of deprivation,directive_2013_48_eu_en.txt,-,-,-
authority,is,informed,directive_2013_48_eu_en.txt,-,-,-
authority responsible,is informed without,undue delay of deprivation of liberty of child,directive_2013_48_eu_en.txt,-,-,child:children
member states,temporarily derogate from,application,directive_2013_48_eu_en.txt,states,-,-
authority responsible,is informed without,delay of deprivation of liberty,directive_2013_48_eu_en.txt,-,-,-
authority,is informed without,undue delay of deprivation of liberty of child,directive_2013_48_eu_en.txt,-,-,child:children
member states,derogate from,application out in paragraph 2,directive_2013_48_eu_en.txt,states,-,-
authority responsible,is informed without,delay,directive_2013_48_eu_en.txt,-,-,-
authority,is informed without,undue delay of deprivation,directive_2013_48_eu_en.txt,-,-,-
member states,temporarily derogate from,application of right set,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:set-aside
member states,derogate from,application of right set,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:set-aside
member states,derogate from,application of right set out in paragraph 2,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:set-aside
authority responsible,is informed without,undue delay of deprivation,directive_2013_48_eu_en.txt,-,-,-
member states,derogate from,application of set,directive_2013_48_eu_en.txt,states,-,set-aside
member states,temporarily derogate from,application out,directive_2013_48_eu_en.txt,states,-,-
authority,is informed without,delay of deprivation of liberty of child,directive_2013_48_eu_en.txt,-,-,child:children
authority responsible,is informed without,delay of deprivation,directive_2013_48_eu_en.txt,-,-,-
member states,derogate from,application,directive_2013_48_eu_en.txt,states,-,-
member states,temporarily derogate from,application of set out,directive_2013_48_eu_en.txt,states,-,set-aside
member states,temporarily derogate from,application out in paragraph 2,directive_2013_48_eu_en.txt,states,-,-
member states,temporarily derogate from,application of right set out in paragraph 2,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:set-aside
member states,derogate from,application of set out,directive_2013_48_eu_en.txt,states,-,set-aside
authority,is informed without,undue delay of deprivation of liberty,directive_2013_48_eu_en.txt,-,-,-
authority responsible,is,informed,directive_2013_48_eu_en.txt,-,-,-
member states,temporarily derogate from,application of right set out,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:set-aside
authority responsible,is informed without,undue delay of deprivation of liberty,directive_2013_48_eu_en.txt,-,-,-
authority responsible,is informed without,undue delay,directive_2013_48_eu_en.txt,-,-,-
member states,derogate from,application of set out in paragraph 2,directive_2013_48_eu_en.txt,states,-,set-aside
member states,derogate from,application out,directive_2013_48_eu_en.txt,states,-,-
member states,temporarily derogate from,application of set,directive_2013_48_eu_en.txt,states,-,set-aside
authority,is informed without,delay,directive_2013_48_eu_en.txt,-,-,-
authority,is informed without,delay of deprivation of liberty,directive_2013_48_eu_en.txt,-,-,-
right,deprived with,third persons 1,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
right,deprived of,liberty,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
right,deprived with,persons 1,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
accused persons,are,deprived,directive_2013_48_eu_en.txt,-,-,-
undue delay,is with,at least one third person,directive_2013_48_eu_en.txt,-,-,confectionery:cyclone:honey:hormone:Indonesia:Micronesia:money:ozone:prisoner:Rhone-Alpes:stone:telephone:Ulster-Donegal
persons,are,deprived,directive_2013_48_eu_en.txt,-,-,-
right,suspects,deprived,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
persons,are deprived of,liberty,directive_2013_48_eu_en.txt,-,-,-
suspects,have,right,directive_2013_48_eu_en.txt,-,-,copyright:Euroright:humanrights
accused persons,are deprived of,liberty,directive_2013_48_eu_en.txt,-,-,-
right,suspects,deprived of liberty,directive_2013_48_eu_en.txt,copyright:Euroright:humanrights,-,-
decision,be submitted to,review,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,judicialreview
decision,be,submitted,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,-
decision,be submitted to,judicial review,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,judicialreview:judicialcooperation:judicialreview:judicial review
reasoned decision,shall,shall recorded,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,recorded
decision,shall,shall recorded,directive_2013_48_eu_en.txt,decision:decision-making:frameworkdecision:decisions:decisions...,-,recorded
member states,may limit,exercise of right referred in view of requirements,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:judicialreview
member states,may limit,exercise of right referred,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights
member states,may limit,exercise,directive_2013_48_eu_en.txt,states,-,-
member states,may limit,exercise of right referred in view,directive_2013_48_eu_en.txt,states,-,copyright:Euroright:humanrights:judicialreview
