fr_Subject,fr_Predicate,fr_Object,Triple_ID,fr_Subject_concept,fr_Predicate_concept,fr_Object_concept
directif,fait du,reference a la situation pratique,directive_2013_48_eu_en.txt,-,-,-
directif,fait donc,reference expresse,directive_2013_48_eu_en.txt,-,-,-
suspect,etre,suspendu,directive_2013_48_eu_en.txt,-,-,-
personne autre,devient dans,cours,directive_2013_48_eu_en.txt,personnel,-,-
accuse,devient dans,cours d'interrogation,directive_2013_48_eu_en.txt,-,-,-
accuse,devient dans,cours d'un tel questionnement,directive_2013_48_eu_en.txt,-,-,-
accuse,devient dans,cours,directive_2013_48_eu_en.txt,-,-,-
suspect,etre,suspendu immediatement,directive_2013_48_eu_en.txt,-,-,-
personne autre,devient dans,cours d'un tel questionnement,directive_2013_48_eu_en.txt,personnel,-,-
personne,devient dans,cours d'interrogation,directive_2013_48_eu_en.txt,personnel,-,-
personne,devient dans,cours,directive_2013_48_eu_en.txt,personnel,-,-
personne,devient dans,cours d'un tel questionnement,directive_2013_48_eu_en.txt,personnel,-,-
personne autre,devient dans,cours d'interrogation,directive_2013_48_eu_en.txt,personnel,-,-
personne concernee,a,a fait,directive_2013_48_eu_en.txt,personnel,-,-
personne,a,si a fait,directive_2013_48_eu_en.txt,personnel,-,-
il,est,suspect,directive_2013_48_eu_en.txt,-,-,-
interrogatoire,peut,cependant peut continuer,directive_2013_48_eu_en.txt,-,-,-
interrogatoire,peut,peut continuer,directive_2013_48_eu_en.txt,-,-,-
personne,a,a fait,directive_2013_48_eu_en.txt,personnel,-,-
personne concernee,a,si a fait,directive_2013_48_eu_en.txt,personnel,-,-
elle,est,suspect,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions concernant la duree des reunions,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,en particulier la complexite de l'affaire,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,complexite de,cas,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions concernant la duree de ces reunions,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,arrangements,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,en particulier la complexite,directive_2013_48_eu_en.txt,-,-,-
duree,concernant les arrangements est,en particulier la complexite de l'affaire,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,modalites pratiques concernant la duree,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions concernant la duree,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,modalites pratiques concernant la duree de ces reunions,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,modalites pratiques concernant la duree des reunions,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions pratiques,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer dans,particulier de l'avocat du suspect,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer dans,particulier,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer la securite dans,particulier d'avocat,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer dans,particulier,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer la securite dans,particulier du suspect,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut egalement faire,s'assurer,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer dans,particulier d'avocat,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer dans,lieu,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer dans,particulier d'avocat,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer dans,lieu,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer dans,particulier du suspect,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer la securite dans,particulier de l'avocat du suspect,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer la securite dans,particulier,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut egalement faire,assurer,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer dans,particulier du suspect,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,s'assurer,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer,securite,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer la securite dans,particulier du suspect,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer,securite,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer la securite dans,lieu,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer la securite dans,lieu,directive_2013_48_eu_en.txt,-,-,-
securite,lieu,securite,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer la securite dans,particulier de l'avocat du suspect,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut egalement faire,dispositions pratiques,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut egalement faire,arrangements,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer la securite dans,particulier d'avocat,directive_2013_48_eu_en.txt,-,-,-
arrangements,assurer la securite dans,particulier,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,assurer dans,particulier de l'avocat du suspect,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,assurer,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,accuse,personnes,directive_2013_48_eu_en.txt,-,-,personnel
arrangements,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
arrangements,accuse,personnes,directive_2013_48_eu_en.txt,-,-,personnel
de telles dispositions,accuse,personnes,directive_2013_48_eu_en.txt,-,-,personnel
dispositions pratiques,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
ces dispositions pratiques,accuse,personnes,directive_2013_48_eu_en.txt,-,-,personnel
personnes,rencontrer,leur avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
de telles dispositions,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
arrangements,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
ces dispositions pratiques,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
ces dispositions pratiques,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
de telles dispositions,accuse,rencontrer,directive_2013_48_eu_en.txt,-,-,-
avocat,representant,eux,directive_2013_48_eu_en.txt,avocat,-,-
y compris l'utilisation,est dans,ordre de permettre,directive_2013_48_eu_en.txt,-,-,-
de telles dispositions,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
dispositions pratiques,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
de telles dispositions,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
personnes,communiquer avec,leur avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
arrangements,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
ces dispositions pratiques,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
ces dispositions pratiques,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
ces dispositions pratiques,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
dispositions pratiques,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
dispositions pratiques,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
ces dispositions pratiques,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
arrangements,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
arrangements,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
de telles dispositions,accuse,communiquer avec son avocat,directive_2013_48_eu_en.txt,-,-,avocat
de telles dispositions,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
arrangements,accuse,communiquer,directive_2013_48_eu_en.txt,-,-,-
droite,accuse,avoir,directive_2013_48_eu_en.txt,-,-,-
droite,accuse,avoir par telephone,directive_2013_48_eu_en.txt,-,-,telephone
droite,accuse,ont,directive_2013_48_eu_en.txt,-,-,-
personnes,ont,acces,directive_2013_48_eu_en.txt,personnel,-,-
personnes,avoir par,Telephone,directive_2013_48_eu_en.txt,personnel,-,telephone
personnes,ont,acces a un avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
droite,accuse,avoir par telephone,directive_2013_48_eu_en.txt,-,-,telephone
droite,accuse,personnes,directive_2013_48_eu_en.txt,-,-,personnel
personnes,avoir acces par,Telephone,directive_2013_48_eu_en.txt,personnel,-,telephone
droite,etre,limite,directive_2013_48_eu_en.txt,-,-,-
droite,est dans,chemin,directive_2013_48_eu_en.txt,-,-,-
ils,sont interroges par,police,directive_2013_48_eu_en.txt,-,-,police
leur avocat,etre,pour le present efficacement,directive_2013_48_eu_en.txt,avocat,-,-
leur avocat,etre,presenter,directive_2013_48_eu_en.txt,avocat,-,-
leur avocat,etre,pour presenter,directive_2013_48_eu_en.txt,avocat,-,-
leur avocat,etre,presenter efficacement,directive_2013_48_eu_en.txt,avocat,-,-
leur avocat,etre,presenter efficacement,directive_2013_48_eu_en.txt,avocat,-,-
leur avocat,etre,pour le present,directive_2013_48_eu_en.txt,avocat,-,-
leur avocat,etre,pour presenter efficacement,directive_2013_48_eu_en.txt,avocat,-,-
ils,sont,lorsqu'il est interroge par la police,directive_2013_48_eu_en.txt,-,-,police
leur avocat,etre,cadeau,directive_2013_48_eu_en.txt,avocat,-,-
fr journal officiel,organiser,assistance d'un avocat sur la base d'une liste d'avocats disponibles,directive_2013_48_eu_en.txt,journal:journal officiel,-,avocat
fr journal officiel,organiser pendant,interrogatoire par la police,directive_2013_48_eu_en.txt,journal:journal officiel,-,police
fr journal officiel,organiser,assistance,directive_2013_48_eu_en.txt,journal:journal officiel,-,-
fr journal officiel,organiser,assistance d'avocat,directive_2013_48_eu_en.txt,journal:journal officiel,-,-
fr journal officiel,organiser,l'assistance d'un avocat sur la base,directive_2013_48_eu_en.txt,journal:journal officiel,-,avocat
fr journal officiel,organiser pendant,interrogatoire,directive_2013_48_eu_en.txt,journal:journal officiel,-,-
fr journal officiel,organiser,assistance d'un avocat sur la base d'une liste d'avocats,directive_2013_48_eu_en.txt,journal:journal officiel,-,avocat
fr journal officiel,organiser,assistance d'un avocat sur la base d'une liste,directive_2013_48_eu_en.txt,journal:journal officiel,-,avocat
de telles dispositions,pourrait inclure,ceux qui beneficient de l'aide juridictionnelle,directive_2013_48_eu_en.txt,-,-,-
de telles dispositions,pourrait inclure,ceux qui beneficient de l'aide,directive_2013_48_eu_en.txt,-,-,-
de telles dispositions,pourrait inclure,ceux,directive_2013_48_eu_en.txt,-,-,-
arrangements,pourrait inclure,ceux qui beneficient de l'aide juridictionnelle,directive_2013_48_eu_en.txt,-,-,-
arrangements,pourrait inclure,ceux,directive_2013_48_eu_en.txt,-,-,-
arrangements,pourrait inclure,ceux qui beneficient de l'aide,directive_2013_48_eu_en.txt,-,-,-
avocat,application de,suspect,directive_2013_48_eu_en.txt,avocat,-,-
avocat,peut notamment dans,procedures,directive_2013_48_eu_en.txt,avocat,-,-
avocat,peut notamment dans,de telles procedures,directive_2013_48_eu_en.txt,avocat,-,-
personnes,droite,leur avocat assiste,directive_2013_48_eu_en.txt,personnel,-,avocat
personnes,permis,assister a,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont requis dans,loin des suspects,directive_2013_48_eu_en.txt,personnel,-,-
accuses,droite,que leur avocat soit present,directive_2013_48_eu_en.txt,-,-,avocat
personnes,sont,requis,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont requis dans,jusqu'a present,directive_2013_48_eu_en.txt,personnel,-,-
personnes,droite,leur avocat a comparaitre,directive_2013_48_eu_en.txt,personnel,-,avocat
suspects,ont,droit pour leur avocat d'assister,directive_2013_48_eu_en.txt,-,-,avocat
personnes,sont requis dans,autant que suspects,directive_2013_48_eu_en.txt,personnel,-,-
personnes,droite,pour leur avocat assister,directive_2013_48_eu_en.txt,personnel,-,avocat
accuses,ont,droit que leur avocat soit present,directive_2013_48_eu_en.txt,-,-,avocat
suspects,ont,droit leur avocat assister,directive_2013_48_eu_en.txt,-,-,avocat
ils,sont,dans la mesure ou,directive_2013_48_eu_en.txt,-,-,-
ils,dans la mesure ou sont prevus,pour la loi,directive_2013_48_eu_en.txt,-,-,loi
ils,dans la mesure ou sont prevus,pour la loi concernee,directive_2013_48_eu_en.txt,-,-,loi
ils,sont,dans la mesure ou le droit national concerne le prevoit,directive_2013_48_eu_en.txt,-,-,droit national
ils,sont,fourni,directive_2013_48_eu_en.txt,-,-,-
suspects,ont,droit a leur avocat d'assister,directive_2013_48_eu_en.txt,-,-,avocat
suspects,ont,droit que leur avocat soit present,directive_2013_48_eu_en.txt,-,-,avocat
ils,sont,conformement a la legislation nationale concernee,directive_2013_48_eu_en.txt,-,-,legislation:nationalite
ils,sont prevus pour,pour la loi concernee,directive_2013_48_eu_en.txt,-,-,loi
personnes,permis,participer,directive_2013_48_eu_en.txt,personnel,-,-
accuses,ont,droit a leur avocat d'assister,directive_2013_48_eu_en.txt,-,-,avocat
ils,sont,tel que prevu par la loi,directive_2013_48_eu_en.txt,-,-,loi
ils,sont,tel que prevu par la loi concernee,directive_2013_48_eu_en.txt,-,-,loi
ils,sont,dans la mesure prevue par la loi concernee,directive_2013_48_eu_en.txt,-,-,preuve:loi
accuses,ont,droit pour leur avocat d'assister,directive_2013_48_eu_en.txt,-,-,avocat
accuses,droite,pour leur avocat assister,directive_2013_48_eu_en.txt,-,-,avocat
ils,sont prevus pour,pour la loi,directive_2013_48_eu_en.txt,-,-,loi
accuses,droite,leur avocat a comparaitre,directive_2013_48_eu_en.txt,-,-,avocat
ils,sont,dans la mesure ou le droit national le prevoit,directive_2013_48_eu_en.txt,-,-,droit national
ils,sont,dans la mesure ou il est prevu,directive_2013_48_eu_en.txt,-,-,-
ils,sont prevus pour,pour le droit national concerne,directive_2013_48_eu_en.txt,-,-,droit national
accuses,ont,droit leur avocat assister,directive_2013_48_eu_en.txt,-,-,avocat
personnes,droite,que leur avocat soit present,directive_2013_48_eu_en.txt,personnel,-,avocat
accuses,droite,leur avocat assiste,directive_2013_48_eu_en.txt,-,-,avocat
personnes,ont,droit pour leur avocat d'assister,directive_2013_48_eu_en.txt,personnel,-,avocat
ils,sont,comme fourni,directive_2013_48_eu_en.txt,-,-,-
ils,sont,tel que prevu par la legislation nationale,directive_2013_48_eu_en.txt,-,-,legislation:nationalite
personnes,ont,droit que leur avocat soit present,directive_2013_48_eu_en.txt,personnel,-,avocat
ils,dans la mesure ou sont prevus,pour le droit national,directive_2013_48_eu_en.txt,-,-,droit national
personnes,sont requis dans,loin,directive_2013_48_eu_en.txt,personnel,-,-
ils,sont prevus pour,pour le droit national,directive_2013_48_eu_en.txt,-,-,droit national
ils,dans la mesure ou sont prevus,pour le droit national concerne,directive_2013_48_eu_en.txt,-,-,droit national
personnes,ont,droit leur avocat assister,directive_2013_48_eu_en.txt,personnel,-,avocat
personnes,ont,droit a leur avocat d'assister,directive_2013_48_eu_en.txt,personnel,-,avocat
ils,sont,dans la mesure prevue par la loi,directive_2013_48_eu_en.txt,-,-,preuve:loi
reconstitutions,est dans,afin de mieux comprendre,directive_2013_48_eu_en.txt,-,-,-
personne suspecte,est,ou reunis,directive_2013_48_eu_en.txt,personnel,-,-
commande,etre,a identifier par la victime,directive_2013_48_eu_en.txt,-,-,victime
personne suspecte,est,reuni,directive_2013_48_eu_en.txt,personnel,-,-
commande,etre identifie par,victime,directive_2013_48_eu_en.txt,-,-,victime
personne suspecte,est,ou amene,directive_2013_48_eu_en.txt,personnel,-,amende
crime,est dans,presence de suspect,directive_2013_48_eu_en.txt,-,-,-
de tels actes,devrait inclure,defiles d'identite,directive_2013_48_eu_en.txt,-,-,-
commande,etre,dans identifie par la victime,directive_2013_48_eu_en.txt,-,-,victime
actes,devrait inclure,defiles d'identite,directive_2013_48_eu_en.txt,-,-,-
commande,etre,a identifier par la victime,directive_2013_48_eu_en.txt,-,-,victime
personne suspecte,est,apporte,directive_2013_48_eu_en.txt,personnel,-,-
Etats membres,peut faire,modalites pratiques de presence,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire pendant,actes,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,modalites pratiques concernant la presence d'un avocat,directive_2013_48_eu_en.txt,-,-,avocat
Etats membres,peut faire,dispositions concernant la presence,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut prendre des dispositions pendant,actes d'enquete,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut faire,dispositions concernant la presence d'un avocat,directive_2013_48_eu_en.txt,-,-,avocat
Etats membres,peut faire pendant,actes d'enquete,directive_2013_48_eu_en.txt,-,-,-
Etats membres,peut prendre des dispositions pendant,actes,directive_2013_48_eu_en.txt,-,-,-
avocat,est,ou present pendant l'acte,directive_2013_48_eu_en.txt,avocat,-,-
avocat,est present pendant,acte d'enquete,directive_2013_48_eu_en.txt,avocat,-,-
avocat,est,ou present,directive_2013_48_eu_en.txt,avocat,-,-
avocat,est present pendant,loi,directive_2013_48_eu_en.txt,avocat,-,loi
avocat,est,en cas de presence lors de l'acte d'enquete,directive_2013_48_eu_en.txt,avocat,-,-
avocat,est,cadeau,directive_2013_48_eu_en.txt,avocat,-,-
Etats membres,faire sur,site Internet,directive_2013_48_eu_en.txt,-,-,interet:site internet
Etats membres,devrait s'efforcer,a faire sur le site,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait s'efforcer,a faire par exemple sur le site,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait s'efforcer,faire,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait s'efforcer,faire sur le site,directive_2013_48_eu_en.txt,-,-,-
Etats membres,faire,informations generales disponibles,directive_2013_48_eu_en.txt,-,-,information
Etats membres,fabrique par,brochure,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait s'efforcer,faire par exemple sur le site,directive_2013_48_eu_en.txt,-,-,-
Etats membres,fait pour,exemple,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait s'efforcer,faire,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait s'efforcer,faire par exemple,directive_2013_48_eu_en.txt,-,-,-
Etats membres,faire,informations disponibles,directive_2013_48_eu_en.txt,-,-,information
Etats membres,devrait s'efforcer,faire par exemple,directive_2013_48_eu_en.txt,-,-,-
suspects,arrange,etre assiste d'un avocat,directive_2013_48_eu_en.txt,-,-,avocat
suspect,devrait,devrait pouvoir,directive_2013_48_eu_en.txt,-,-,-
accuse,devrait,devrait pouvoir,directive_2013_48_eu_en.txt,-,-,-
personnes,sont dans,exercice de position,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,faire de l'exercice efficacement,droit d'acces a un avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
personnes,sont prives de,liberte,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont,ou prive de liberte,directive_2013_48_eu_en.txt,personnel,-,-
personnes suspectes,sont,ou prive,directive_2013_48_eu_en.txt,personnel,-,-
prive,devrait faire,dispositions necessaires,directive_2013_48_eu_en.txt,-,-,-
ces personnes,exercer,droite,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont prives de,Etats membres,directive_2013_48_eu_en.txt,personnel,-,-
prive,devrait faire,assurer,directive_2013_48_eu_en.txt,-,-,-
ces personnes,sont dans,position pour exercer,directive_2013_48_eu_en.txt,personnel,-,-
personnes,faire de l'exercice efficacement,droit d'acces,directive_2013_48_eu_en.txt,personnel,-,-
personnes suspectes,sont prives de,Etats membres,directive_2013_48_eu_en.txt,personnel,-,-
personnes,exercer,droite,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,exercer,"droit d'acces a un avocat, y compris en organisant",directive_2013_48_eu_en.txt,personnel,-,avocat
prive,devrait faire,arrangements,directive_2013_48_eu_en.txt,-,-,-
personnes,exercer,droit d'acces,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,faire de l'exercice efficacement,"droit d'acces a un avocat, y compris en organisant",directive_2013_48_eu_en.txt,personnel,-,avocat
personnes suspectes,sont,ou prive de liberte,directive_2013_48_eu_en.txt,personnel,-,-
personnes,exercer,"droit d'acces a un avocat, y compris en organisant",directive_2013_48_eu_en.txt,personnel,-,avocat
ces personnes,sont dans,exercice de position efficace,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,exercer,droit d'acces a un avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
personnes,sont,prive,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont dans,position pour exercer efficacement,directive_2013_48_eu_en.txt,personnel,-,-
personnes suspectes,sont prives de,liberte,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,exercer,droit d'acces,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont,ou prive,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,faire de l'exercice efficacement,droite,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont dans,position pour exercer,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,faire de l'exercice efficacement,droit d'acces,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,sont dans,position pour exercer efficacement,directive_2013_48_eu_en.txt,personnel,-,-
personnes,faire de l'exercice efficacement,droite,directive_2013_48_eu_en.txt,personnel,-,-
personnes,sont dans,exercice de position efficace,directive_2013_48_eu_en.txt,personnel,-,-
personnes,faire de l'exercice efficacement,"droit d'acces a un avocat, y compris en organisant",directive_2013_48_eu_en.txt,personnel,-,avocat
personnes,exercer,droit d'acces a un avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
personnes suspectes,sont,prive,directive_2013_48_eu_en.txt,personnel,-,-
ces personnes,sont dans,exercice de position,directive_2013_48_eu_en.txt,personnel,-,-
prive,devrait faire,s'assurer,directive_2013_48_eu_en.txt,-,-,-
personnes,faire de l'exercice efficacement,droit d'acces a un avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
justice,du tribunal est,rechercher,directive_2013_48_eu_en.txt,-,-,recherche
arrangements,pourrait impliquer,entre autres,directive_2013_48_eu_en.txt,-,-,-
Union europeenne,du tribunal est,rechercher,directive_2013_48_eu_en.txt,-,-,recherche
de telles dispositions,pourrait impliquer,entre autres,directive_2013_48_eu_en.txt,-,-,-
rechercher,cour de,justice,directive_2013_48_eu_en.txt,recherche,-,-
avocat,devrait,devrait pouvoir,directive_2013_48_eu_en.txt,avocat,-,-
avocat concerne,devrait,quand devrait-il pouvoir,directive_2013_48_eu_en.txt,avocat,-,-
personne,est,prive,directive_2013_48_eu_en.txt,personnel,-,-
avocat,devrait,quand devrait-il pouvoir,directive_2013_48_eu_en.txt,avocat,-,-
avocat concerne,devrait,devrait pouvoir,directive_2013_48_eu_en.txt,avocat,-,-
personne,est prive de,liberte,directive_2013_48_eu_en.txt,personnel,-,-
question,est avec,autorites competentes,directive_2013_48_eu_en.txt,-,-,-
personne,ont,acces a un avocat,directive_2013_48_eu_en.txt,personnel,-,avocat
personne,avoir acces sans,retard,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir sans,retard injustifie apres privation,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir sans,retard excessif apres privation de liberte,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir acces sans,retard injustifie,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir sans,retard injustifie,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir sans,retard apres privation,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir acces sans,retard excessif apres privation de liberte,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir sans,retard,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir acces sans,delai apres privation de liberte,directive_2013_48_eu_en.txt,personnel,-,-
personne,ont,acces,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir acces sans,retard apres privation,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir acces sans,retard injustifie apres privation,directive_2013_48_eu_en.txt,personnel,-,-
personne,avoir sans,delai apres privation de liberte,directive_2013_48_eu_en.txt,personnel,-,-
autorites competentes,effectuer,l'un des actes fournis,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,effectuer,l'un des actes d'enquete,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,effectuer,l'un des actes d'enquete prevus par la directive,directive_2013_48_eu_en.txt,-,-,directive
autorites competentes,effectuer,l'un quelconque des actes d'enquete prevus,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,effectuer,l'un des actes prevus dans la directive,directive_2013_48_eu_en.txt,-,-,directive
autorites competentes,effectuer,l'un des actes,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,effectuer,n'importe quel,directive_2013_48_eu_en.txt,-,-,-
ce,est,sauf impossibilite,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devrait etre autorise a deroger temporairement au droit,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devrait etre autorise a deroger temporairement,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devrait etre temporairement prive du droit d'acces a un avocat,directive_2013_48_eu_en.txt,-,-,avocat
Etats membres,devrait,devrait etre autorise a deroger temporairement au droit d'acces a un avocat pendant la phase prealable au proces,directive_2013_48_eu_en.txt,-,-,avocat
Etats membres,devrait,devrait etre autorise,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devrait etre autorise temporairement de droite,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devrait etre autorise temporairement du droit d'acces,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devrait etre autorise temporairement,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devraient etre autorises a deroger temporairement au droit d'acces a un avocat,directive_2013_48_eu_en.txt,-,-,avocat
besoin,est dans,cas d'urgence,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devrait etre temporairement prive du droit d'acces a un avocat en phase,directive_2013_48_eu_en.txt,-,-,avocat
Etats membres,devrait,devraient etre autorises a deroger temporairement au droit d'acces,directive_2013_48_eu_en.txt,-,-,-
Etats membres,devrait,devraient etre autorises a deroger temporairement au droit d'acces a un avocat en phase,directive_2013_48_eu_en.txt,-,-,avocat
Etats membres,devrait,devrait etre autorise a deroger,directive_2013_48_eu_en.txt,-,-,-
avocat,est dans,phase preliminaire,directive_2013_48_eu_en.txt,avocat,-,-
Etats membres,devrait,devrait etre temporairement prive du droit d'acces a un avocat pendant la phase prealable au proces,directive_2013_48_eu_en.txt,-,-,avocat
les autorites,peut s'interroger pendant,derogation au sol,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut interroger les suspects pendant,derogation,directive_2013_48_eu_en.txt,-,-,-
les autorites,peut interroger les suspects pendant,derogation temporaire au sol,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut remettre en question,suspects,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,accuse,cadeau,directive_2013_48_eu_en.txt,-,-,-
les autorites,peut interroger les suspects pendant,derogation,directive_2013_48_eu_en.txt,-,-,-
les autorites,peut s'interroger pendant,derogation temporaire au sol,directive_2013_48_eu_en.txt,-,-,-
avocat,etre,sans cadeau,directive_2013_48_eu_en.txt,avocat,-,-
autorites competentes,accuse,sans cadeau,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut s'interroger pendant,derogation,directive_2013_48_eu_en.txt,-,-,-
les autorites,accuse,sans cadeau,directive_2013_48_eu_en.txt,-,-,-
les autorites,accuse,cadeau,directive_2013_48_eu_en.txt,-,-,-
autorites competentes,peut s'interroger pendant,derogation temporaire au sol,directive_2013_48_eu_en.txt,-,-,-
les autorites,peut interroger les suspects pendant,derogation au sol,directive_2013_48_eu_en.txt,-,-,-
