ID	FR
2056	nickel
2057	Niger
2058	Nigeria
3171	Nimexe
6280	Niué
2062	niveau de vie
2059	niveau d'enseignement
2063	niveau sonore
2064	noix de palme
3315	nom de famille
2065	nomadisme
2066	nomenclature
2067	nomenclature budgétaire
5751	nomenclature combinée
2068	nomenclature des produits agricoles
5752	nomenclature pharmaceutique
2069	nomenclature tarifaire
8465	nomination des membres  [V4.3]
3559	nomination du personnel
2071	non-alignement
2072	non-inscrit
5753	non-prolifération des armements
3454	non-prolifération nucléaire
2073	non-violence
8281	Nordjylland  [V4.3]
2075	Nord-Pas-de-Calais
2076	normalisation
2077	norme
2078	norme alimentaire
2080	norme biologique
2081	norme de commercialisation
6298	norme de production
5233	norme de qualité
5234	norme de sécurité
2082	norme de travail
5754	norme environnementale
3646	norme européenne
3647	norme internationale
2083	norme sociale
5235	norme technique
8008	Norrbotten
6241	Norrland central
6242	Norrland septentrional
2084	Norvège
2085	notaire
7822	Notranjsko-kraška
3080	nouveau pays industrialisé
2054	nouvel instrument communautaire
2087	nouvel ordre économique
5755	nouvelle forme d'emploi
6561	nouvelle religion
3636	nouvelle technologie
2088	Nouvelle-Calédonie
2089	Nouvelle-Zélande
2090	nuisance
5319	nuisance électromagnétique
2091	nullité d'une élection
6191	numérisation
2092	nuptialité
1268	nutrition
7823	Obalno-kraška
6293	objectif de production
2097	objection de conscience
2099	obligation alimentaire
2100	obligation de non-concurrence
2098	obligation financière
5756	observateur
6264	observation
5757	Observatoire européen des drogues et des toxicomanies
2101	obstacle au développement
7133	obtention végétale
3493	occupation militaire
2105	OCDE
2107	océan
2108	océan Antarctique
2109	océan Arctique
2110	océan Atlantique
2111	océan Indien
2112	océan Pacifique
2113	Océanie
2114	océanographie
7222	Office alimentaire et vétérinaire
6076	Office communautaire des variétés végétales
6128	Office de l'harmonisation dans le marché intérieur
2153	Office des publications
6256	Office européen de lutte antifraude
2123	Office européen des brevets
2124	officier ministériel
2126	offre d'emploi
2127	offre énergétique
2128	offre et demande
2129	offre publique d'achat
5760	oiseau
2131	oléiculture
2132	oléoduc
6883	oligarchie
2133	oligoélément
2134	oligopole
2135	oligopsone
2136	olive
7846	Olomouc
8537	Olt  [V4.3]
2138	Oman
2139	Ombrie
2179	ONU
5250	ONU-Habitat
8393	Onusida  [V4.3]
2147	OPEP
2150	opération de bourse
2151	opération de change
2152	opinion publique
2154	opposant d'opinion
2155	opposition politique
3292	optique
2156	or
2157	ordinateur
2158	ordonnance
2160	ordre du jour
4017	ordre juridique communautaire
2161	ordre professionnel
2162	ordre public
8005	Örebro
2163	organe communautaire
5761	organe de coopération judiciaire et policière UE
5762	organe de décision
6130	Organe de règlement des différends
5249	Organe international de contrôle des stupéfiants
5763	organe mixte CE
8384	organe subsidiaire ONU  [V4.3]
2165	organigramme
2166	organisation administrative
2167	organisation africaine
2170	organisation américaine
2171	organisation arabe
2172	organisation asiatique
2094	Organisation asiatique de productivité
3331	organisation bénévole
2102	Organisation commune africaine et mauricienne
2173	organisation commune de marché
2174	organisation culturelle
2177	organisation de la production
2178	organisation de la profession
6302	organisation de la recherche
5764	organisation de la santé
2093	Organisation de l'aviation civile internationale
2175	organisation de l'enseignement
2137	Organisation de libération de la Palestine
2118	Organisation des États américains
2145	Organisation des Nations unies pour le développement industriel
2180	organisation des partis
2146	Organisation des pays arabes exportateurs de pétrole
2026	Organisation des pêches de l'Atlantique Nord-Ouest
2181	organisation des transports
2182	organisation du marché
2183	organisation du traité de Varsovie
2184	organisation du travail
2186	organisation électorale
2187	organisation européenne
2189	organisation internationale
2130	Organisation internationale du travail
5991	Organisation internationale pour les migrations
2190	organisation latino-américaine
2141	Organisation maritime internationale
2142	Organisation météorologique mondiale
2188	organisation mondiale
2143	Organisation mondiale de la propriété intellectuelle
2144	Organisation mondiale de la santé
6163	Organisation mondiale de la santé animale
6129	Organisation mondiale des douanes
5765	Organisation mondiale du commerce
7203	Organisation mondiale du tourisme
2191	organisation non gouvernementale
2279	organisation patronale
7202	Organisation pour l'interdiction des armes chimiques
5766	organisation sportive
5767	organisme communautaire
3660	organisme de recherche
7204	organisme de représentation agricole
3170	organisme d'intervention
5769	organisme et agence UE
6091	organisme européen de normalisation
5768	organisme génétiquement modifié
2193	orge
2194	orientation agricole
2195	orientation professionnelle
2196	orientation scolaire
2197	orphelin
5164	orthodoxie
3514	OSCE
8004	Östergötland
2199	OTAN
2201	OTASE
2203	Ouganda
7880	Oulu
8445	ours  [V4.3]
2204	outil agricole
2205	outil de bricolage
4168	outil documentaire
3841	outillage
2206	ouvrage d'art
2207	ouvrier
2208	ouvrier qualifié
2209	ouvrier spécialisé
5770	Ouzbékistan
2210	Overijssel
2211	ovin
2212	ovoproduit
2213	oxyde
2214	oxygène
2215	ozone
3056	pacifisme
6212	pacte de stabilité
3473	pacte international ONU
6552	pacte social
2216	paiement
2217	paiement à l'avance
2219	paiement international
2220	paiement intracommunautaire
2221	pain
6722	paix
2222	Pakistan
6278	Palau
2223	panachage
2224	Panama
2225	panier de monnaies
2226	panification
3881	panneau de construction
2228	papier
3111	papier du véhicule
2229	Papouasie - Nouvelle-Guinée
1502	Papouasie occidentale
3798	parachimie
3769	paraffine
2230	parafiscalité
2231	Paraguay
2232	parasitologie
2233	parc automobile
8450	parc d’activités économiques  [V4.3]
5166	parc de loisirs
2234	parc ferroviaire
2235	parc national
8451	parc national urbain  [V4.3]
3627	parc technologique
2237	parcelle
7847	Pardubice
2238	parent célibataire
2239	parenté
2241	parité de pouvoir d'achat
2240	parité des changes
2242	parlement
7205	Parlement andin
7206	Parlement centraméricain
2243	Parlement européen
7211	Parlement latino-américain
2244	parlement national
2245	parlement régional
2246	parlementaire
2248	parlementaire européen
5771	parrainage
5772	parrainage communautaire
2249	partage de la propriété
3572	partenaire social
6373	partenariat euro-méditerranéen
5773	Partenariat pour la paix
7934	partenariat public-privé
6887	parti autonomiste
7375	parti charnière
2250	parti communiste
2251	parti conservateur
2252	parti démocrate
2253	parti démocrate-chrétien
2254	parti écologiste
2255	parti européen
7376	parti extraparlementaire
6888	parti extrémiste
2257	parti libéral
7377	parti monarchiste
6886	parti nationaliste
3050	parti radical
7378	parti régionaliste
2259	parti républicain
2260	parti social-démocrate
2261	parti socialiste
2262	parti travailliste
2264	participation
2265	participation des femmes
2266	participation des travailleurs
2268	participation électorale
2269	participation politique
2270	participation sociale
5298	particule élémentaire
3696	particule ultrafine
2258	partis politiques
2271	passeport
2272	passeport européen
2273	pasteurisation
2274	pâte alimentaire
2277	pâtisserie
4100	patrimoine architectural
2278	patrimoine culturel
2280	paupérisation
2281	pauvreté
2283	pavillon de complaisance
2282	pavillon de navire
5083	pays ACP
2285	pays associé
5774	pays Baltes
2289	Pays basque
2290	pays de Galles
8365	pays de la CAE  [V4.3]
5302	pays de la Cedeao
5775	pays de la CEI
4587	pays de la CEMAC
1191	pays de la Communauté andine
8366	pays de la Communauté du Pacifique  [V4.3]
1658	pays de la Ligue arabe
2293	Pays de la Loire
187	pays de l'AELE
1105	pays de l'ALADI
8278	pays de l'ALECE  [V4.3]
7207	pays de l'ALENA
1847	pays de l'ANASE
2079	pays de l'ANZUS
6205	pays de l'APEC
8367	pays de l'ASACR  [V4.3]
594	pays de l'EAMA
2291	pays de l'Est
2106	pays de l'OCDE
2119	pays de l'OEA
2148	pays de l'OPEP
2200	pays de l'OTAN
4607	pays de l'UEMOA
4590	pays de l'UEO
5781	pays d'Europe centrale et orientale
2294	pays donneur
4845	pays du Benelux
5265	pays du Caricom
7208	pays du Caucase
5776	pays du CCG
5087	pays du Comecon
122	pays du Conseil de l'Europe
130	pays du Conseil nordique
8369	pays du CUEA  [V4.3]
5777	pays du Golfe
1794	pays du Marché commun arabe
1844	pays du MCCA
5778	pays du Mercosur
4483	pays du Pacte de Varsovie
4069	pays du SELA
2117	pays du SICA
2295	pays en développement
2296	pays et territoires d'outre-mer
2297	pays industrialisé
2298	pays membre
2299	pays moins développé
5779	pays non associé
6359	pays non participant
6360	pays participant
2300	pays tiers
5780	pays tiers méditerranéens
2286	Pays-Bas
2301	péage
2302	peau d'animal
915	pêche communautaire
2304	pêche côtière
2305	pêche en eau douce
2306	pêche en haute mer
2307	pêche industrielle
2308	pêche maritime
2309	pêche rejetée
3338	pêche sportive
2310	pêche traditionnelle
2311	pêcheur
2313	pédagogie nouvelle
3286	pédiatrie
6132	pédophilie
2314	peine de mort
3957	peine de substitution
4112	peinture
3811	peinture et vernis
3887	pelleterie
2315	Péloponnèse
2316	péniche
2317	pénurie
2318	pénurie alimentaire
6353	pénurie de main-d'oeuvre
2319	péréquation financière
2321	perfectionnement actif
2322	perfectionnement passif
2323	période de pêche
3562	période de stage
2324	période de transition CE
2325	permis de conduire
2326	permis de conduire européen
2327	permis de construire
3100	permis de navigation
2329	permis de pêche
5782	permis de pollution négociable
2330	permis de travail
2331	Pérou
3972	perquisition
2332	personnalisation du pouvoir
2333	personne âgée
2334	personne divorcée
2335	personne mariée
2337	personne morale
2338	personne physique
3623	personne retraitée
2339	personne séparée
2340	personne seule
2341	personne veuve
2342	personnel
2343	personnel au sol
5783	personnel civil
5784	personnel contractuel
2349	personnel de conduite
3655	personnel de la recherche
3603	personnel de la vente
3583	personnel de secrétariat
3610	personnel de service
2350	personnel des transports
5785	personnel infirmier
5786	personnel militaire
2352	personnel navigant
2353	personnel pénitentiaire
5787	perspectives financières
6315	perte de récolte
2355	perte financière
5788	PESC
6709	PESD
2356	peste animale
2357	pesticide
3592	petit commerce
2594	petite enfance
2358	petite entreprise
2360	petite exploitation
3620	petite industrie
2361	petite ville
2362	Petites Antilles
2359	petites et moyennes entreprises
3622	petites et moyennes industries
2363	pétition
2364	pétrochimie
2365	pétrodollar
2366	pétrole
3770	pétrole brut
3779	pétrole marin
3294	pétrologie
7355	pharmacie
3596	pharmacien
2367	pharmacologie
2368	Philippines
2369	philosophie
5789	philosophie du droit
2370	philosophie politique
6406	phoque
3760	phosphate
2372	phosphore
2373	photochimie
2374	photopile
2375	physiologie du travail
4110	physique des lasers
4109	physique du plasma
2376	physique nucléaire
2377	Picardie
2378	pièce détachée
2379	Piémont
6822	pierre
2381	pierre précieuse
6854	piéton
2382	pile à combustible
7848	Pilsen
5192	piratage audiovisuel
3033	piratage informatique
2383	piraterie
2384	pisciculture
2385	piste cyclable
3416	Pitcairn
2386	placement de capitaux
2387	plafond tarifaire
2389	plaine
5790	plainte à la Commission
7379	plan
6310	plan agroenvironnemental
2390	plan anticrise
2392	Plan de Colombo
2393	plan de développement
2971	plan de développement agricole
2394	plan de financement
2391	plan d'urbanisme
2395	plancton
2398	planification de la famille
3519	planification de la main-d'œuvre
2399	planification de la production
2397	planification de l'éducation
2400	planification des transports
2401	planification du marché
2402	planification économique
2403	planification financière
2405	planification industrielle
2406	planification nationale
2407	planification régionale
2408	planification sectorielle
2409	plant
2410	plantation
2411	plante aquatique
2948	plante aromatique
2412	plante fourragère
2413	plante industrielle
2950	plante médicinale
5791	plante nuisible
2414	plante oléagineuse
2416	plante sarclée
2417	plante textile
6296	plante transgénique
2418	plante tropicale
5792	plante vivante
2419	plasticulture
2420	plastifiant
2421	plat
2423	plateau continental
2424	platine
2425	plâtre
3044	plébiscite
2427	plein-emploi
2428	plomb
4165	pluie acide
4097	pluralisme culturel
5793	pluralisme des médias
2429	plutonium
2430	pneumatique
7824	Podravska
2433	poids et dimensions
4082	poids et mesures
2434	point de vente
2435	poisson
2437	poisson de mer
2436	poisson d'eau douce
2438	poisson frais
2439	Poitou-Charentes
5148	pôle de croissance
2440	police
7223	police de proximité
2441	police judiciaire
7381	police locale
7380	police régionale
4704	politique
2442	politique agricole
2443	politique agricole commune
2444	politique agricole nationale
2445	politique agricole régionale
2446	politique alimentaire
2447	politique bancaire
2448	politique budgétaire
3745	politique charbonnière
2449	politique commerciale
2450	politique commerciale commune
2451	politique communautaire
3656	politique communautaire de la recherche
2454	politique communautaire de l'emploi
5794	politique communautaire de l'environnement
6218	politique communautaire-politique nationale
2455	politique commune de la pêche
2456	politique commune des prix
2457	politique commune des transports
2458	politique conjoncturelle
2459	politique culturelle
2460	politique d'aide
2461	politique d'austérité
5795	politique de changes unique
3489	politique de coopération
2464	politique de défense
2465	politique de développement
2466	politique de financement
2473	politique de la communication
2474	politique de la concurrence
2475	politique de la construction
6215	politique de la jeunesse
2476	politique de la pêche
2477	politique de la production agricole
2478	politique de la recherche
2479	politique de la santé
6774	politique de la télécommunication
3451	politique de l'armement
5191	politique de l'audiovisuel
2467	politique de l'éducation
2468	politique de l'emploi
2469	politique de l'entreprise
2470	politique de l'environnement
2472	politique de l'information
2480	politique de natalité
2481	politique de production
2483	politique de soutien
2484	politique démographique
2485	politique des blocs
2486	politique des changes
6216	politique des consommateurs
2487	politique des exportations
2488	politique des importations
2489	politique des prix
2490	politique des revenus
2491	politique des salaires
2493	politique des structures agricoles
2494	politique des transports
5796	politique des visas
2462	politique d'intervention
2463	politique d'investissement
2495	politique du crédit
2496	politique du logement
3705	politique du tourisme
2497	politique économique
2498	politique énergétique
3452	politique européenne d'armement
2499	politique européenne de défense
6326	politique européenne de la forêt
7932	politique européenne de voisinage
2500	politique extérieure
2501	politique familiale
2502	politique financière
2504	politique fiscale
6311	politique foncière
2505	politique forestière
2506	politique gouvernementale
2507	politique industrielle
3617	politique industrielle communautaire
2508	politique intérieure
3474	politique internationale
7941	politique linguistique
3129	politique maritime
2509	politique migratoire
6541	politique migratoire communautaire
2510	politique monétaire
2511	politique monétaire agricole
5797	politique monétaire unique
3731	politique nucléaire
3733	politique pétrolière
2512	politique portuaire
2513	politique portuaire commune
8466	politique publique  [V4.3]
2515	politique régionale
2516	politique régionale communautaire
2517	politique sociale
3346	politique sociale européenne
4185	politique spatiale
2518	politique structurelle
2519	politique tarifaire
2520	politique tarifaire commune
2521	polluant
2522	polluant atmosphérique
2523	polluant de l'eau
5798	polluant stratosphérique
2524	pollution
6413	pollution accidentelle
2526	pollution acoustique
2527	pollution atmosphérique
3159	pollution automobile
2528	pollution chimique
2530	pollution de l'eau
2531	pollution des aliments
2532	pollution des côtes
2533	pollution des cours d'eau
2534	pollution du sol
3164	pollution industrielle
6414	pollution locale
2535	pollution marine
2537	pollution organique
2538	pollution par l'agriculture
3161	pollution par les hydrocarbures
3162	pollution par les métaux
3163	pollution par les navires
2539	pollution radioactive
2540	pollution stratosphérique
2529	pollution tellurique
2541	pollution thermique
2542	pollution transfrontière
2543	Pologne
2544	polyculture
6538	polygamie
2545	polymère
3694	polymère spécial
2546	Polynésie
2547	Polynésie française
2548	pomme de terre
3851	pompe
2549	pompe à chaleur
7825	Pomurska
8452	pont  [V4.3]
2550	population active
2551	population active agricole
2552	population active occupée
5799	population autochtone
2553	population en âge de travailler
2554	population mondiale
2555	population non active
2558	population rurale
2559	population urbaine
7413	populisme
2560	porcin
5800	pornographie
6553	pornographie enfantine
2561	port de pêche
5801	porte-avions
2562	Porto Rico
2563	Portugal
3394	Portugal du Centre
3393	Portugal du Nord
4065	position commune
2565	position dominante
7134	postcommunisme
2566	postes et télécommunications
3761	potasse
2568	potassium
2569	potentiel de développement
2570	Pouilles
5802	poursuite judiciaire
2571	poussage
2572	poussière
2574	pouvoir budgétaire
3046	pouvoir consultatif
2575	pouvoir d'achat
2576	pouvoir d'appréciation
2579	pouvoir de contrôle
2580	pouvoir de décision
2581	pouvoir de négociation
3048	pouvoir de nomination
2582	pouvoir de ratification
2577	pouvoir d'exécution
2578	pouvoir d'initiative
2583	pouvoir discrétionnaire
2584	pouvoir exécutif
2585	pouvoir judiciaire
2586	pouvoir législatif
2573	pouvoir politique
2587	pouvoir réglementaire
2588	pouvoirs publics
7849	Prague
8526	Prahova  [V4.3]
7209	pratique de communication
7210	pratique de négociation
7212	pratique de rédaction
2589	préconditionnement
3880	préfabrication
2967	préférence communautaire
2590	préférences généralisées
5803	préhistoire
3166	prélèvement à l'exportation
3167	prélèvement à l'importation
2591	prélèvement agricole
2592	prélèvement CECA
2593	premier emploi
7213	Première Guerre mondiale
5804	première phase de l'UEM
3288	premiers secours
2596	préparation du sol
3965	prescription d'action
2597	prescription de peine
5806	présidence du Conseil de l'Union européenne
5807	président de la Commission
2598	président du Parlement
4175	président d'une institution
5133	président PE
2599	presse
2600	presse politique
5808	presse scientifique
2601	prestation aux survivants
2602	prestation de services
2604	prestation familiale
7382	prestation non contributive
2605	prestation sociale
2606	prêt
2607	prêt BEI
2608	prêt CECA
2609	prêt communautaire
2610	prêt Euratom
5809	preuve
8453	preuve informatique  [V4.3]
3141	prévention antisismique
2611	prévention de la pollution
5810	prévention des accidents
6375	prévention des conflits
1854	prévention des maladies
4074	prévention des risques
2612	prévision à court terme
2613	prévision à long terme
2614	prévision à moyen terme
2615	prévision budgétaire
6543	prévision démographique
2616	prévision économique
2617	primauté du droit
2618	primauté du droit communautaire
2622	prime à la non-commercialisation
2620	prime à l'abattage
2621	prime à l'arrachage
2623	prime d'assurance
2619	prime de salaire
2624	prime de stockage
2625	primeur
3822	Principauté des Asturies
4126	principe d'additionnalité
6265	principe de communautarisation
6304	principe de précaution
6133	principe de proportionnalité
5811	principe de reconnaissance mutuelle
8468	principe de sécurité juridique  [V4.3]
5812	principe de subsidiarité
5813	principe général du droit
2626	principe pollueur-payeur
2627	priorité économique
2629	prise de décision
3498	prisonnier de guerre
2630	prisonnier politique
2631	privation de droits
3932	privatisation
3049	privilège
2632	prix
2633	prix à fourchette
2636	prix à la consommation
2638	prix à la production
2634	prix à l'exportation
2635	prix à l'importation
2639	prix agricole
2640	prix alimentaire
2641	prix CAF
5160	prix culturel
2642	prix d'achat
2650	prix de base
2651	prix de déclenchement
2652	prix de détail
2653	prix de gros
2655	prix de la terre agricole
2654	prix de l'énergie
2656	prix de marché
2657	prix de référence
2659	prix de retrait
2660	prix de revient
2661	prix de seuil
2662	prix de soutien
2663	prix de stationnement
3236	prix de transfert
3101	prix de transport
2664	prix de vente
2643	prix d'écluse
3272	prix des produits agricoles
2665	prix des produits de base
2644	prix d'intervention
2666	prix discriminatoire
2645	prix d'objectif
2648	prix d'offre
2649	prix d'orientation
2667	prix du fermage
2668	prix du marché mondial
5173	prix du terrain
2670	prix fixé à l'avance
2671	prix franco de bord
2672	prix franco frontière
2673	prix gâchette
2674	prix garanti
3208	prix hors taxe
2675	prix imposé
2676	prix indicatif
2677	prix industriel
2678	prix libre
2679	prix maximal
2681	prix minimal
2682	prix minimal garanti
3270	prix mixte
2683	prix moyen
2684	prix préférentiel
2685	prix réduit
2686	prix rendu
2687	prix représentatif
2689	prix représentatif de marché
3268	prix unitaire
2690	problème social
2691	problème urbain
2692	procédé chimique
2693	procédé électrique
2694	procédé physique
3640	procédé technologique
2695	procédure administrative
2696	procédure antisubvention
2698	procédure budgétaire
5814	procédure CE d'infraction
2699	procédure civile
5815	procédure de codécision
3087	procédure de concertation
5816	procédure de conciliation
5115	procédure de consultation
5203	procédure de coopération
2700	procédure disciplinaire
2701	procédure judiciaire
2702	procédure législative
2703	procédure parlementaire
2704	procédure pénale
5817	procédure spéciale
2705	Proche et Moyen-Orient
3307	procréation artificielle
2707	production
2708	production à la chaîne
2709	production agricole
2976	production agricole alternative
2710	production alimentaire
2711	production animale
3000	production aquicole
2712	production artisanale
5187	production audiovisuelle
5183	production cinématographique
2713	production communautaire
2714	production continue
2994	production de bois
2717	production de masse
3767	production de pétrole
2719	production déficitaire
2715	production d'énergie
2716	production d'hydrogène
2720	production industrielle
2989	production laitière
3750	production minière
2721	production mondiale
2722	production nationale
2723	production végétale
2724	productivité
2725	productivité agricole
2727	productivité des terres
2728	productivité du travail
2729	produit à base de céréales
2730	produit à base de fruits
2731	produit à base de légumes
2732	produit à base de poisson
2733	produit à base de sucre
2734	produit agricole
2735	produit alimentaire
2736	produit alimentaire complexe
2737	produit animal
6790	produit biologique
2738	produit carné
2739	produit chimique
2740	produit chimique inorganique
3817	produit chimique organique
2741	produit concentré
2742	produit conditionné
2743	produit congelé
2744	produit cosmétique
2748	produit de base
2749	produit de confiserie
3828	produit de forge
2750	produit de grande consommation
2718	produit de la pêche
2751	produit de remplacement
3643	produit défectueux
2746	produit d'emballage
2747	produit d'entretien
2752	produit déshydraté
2753	produit diététique
2754	produit du bois
4083	produit en conserve
2756	produit en vrac
3741	produit énergétique
5232	produit frais
2757	produit fumé
5818	produit homéopathique
2758	produit industriel
2759	produit inflammable
2760	produit instantané
2761	produit intérieur brut
2762	produit irradié
2763	produit laitier
2764	produit lyophilisé
2765	produit manufacturé
2766	produit métallique
2767	produit minier
2768	produit national
2769	produit national brut
3800	produit non plat
2770	produit nouveau
2771	produit originaire
2772	produit pétrolier
2773	produit pharmaceutique
2985	produit phytosanitaire
3801	produit plat
2775	produit protéique
2776	produit reconstitué
5819	produit recyclé
2777	produit réfrigéré
2778	produit régional brut
2779	produit salé
2962	produit séché
2780	produit semi-manufacturé
2781	produit sensible
3824	produit sidérurgique
2782	produit surgelé
2783	produit textile
2785	produit vétérinaire
3582	profession administrative
3598	profession artistique
2786	profession commerciale
3612	profession de la banque
3580	profession de la communication
5820	profession de la douane
5167	profession de la restauration
2789	profession de la santé
3609	profession de l'hôtellerie
3585	profession de l'information
3607	profession de l'informatique
4167	profession de l'urbanisme
3590	profession des assurances
3578	profession diplomatique
3608	profession du tourisme
2787	profession financière
3545	profession indépendante
2351	profession judiciaire
2788	profession libérale
3601	profession littéraire
5821	profession médicale parallèle
2790	profession paramédicale
3586	profession scientifique
3587	profession technique
3803	profilé
2791	Programme alimentaire mondial
5186	programme audiovisuel
5315	programme communautaire
2792	programme d'action
2793	programme d'aide
5149	programme de développement intégré
3063	programme de gouvernement
2795	programme de recherche
6340	programme de stabilité
2794	programme d'enseignement
7933	Programme des Nations unies pour le contrôle international des drogues
2431	Programme des Nations unies pour le développement
2432	Programme des Nations unies pour l'environnement
2796	programme électoral
5150	programme intégré méditerranéen
5822	programme législatif communautaire
5823	programme opérationnel
2422	programme politique
8454	programme-cadre de recherche et développement  [V4.3]
4365	programmes et fonds de l'ONU
2797	progrès scientifique
6312	projet agricole
2799	projet de budget
5825	projet de budget CE
2800	projet de loi
2801	projet de recherche
5824	projet d'intérêt communautaire
2798	projet d'investissement
2802	projet industriel
2803	promotion commerciale
6563	promotion culturelle
5826	promotion de l'idée européenne
2804	promotion des échanges
2805	promotion des investissements
2806	promotion immobilière
2807	promotion professionnelle
4119	promulgation de la loi
2808	propagande électorale
7385	propagande politique
3775	propane
2809	proposition CE
2811	proposition de loi
3999	propriété de l'espace
3929	propriété des biens
2813	propriété foncière
2814	propriété foncière agricole
2995	propriété forestière
2815	propriété immobilière
2816	propriété industrielle
2817	propriété intellectuelle
4105	propriété littéraire et artistique
2818	propriété mobilière
2819	propriété privée
2812	propriété publique
2821	prospection minière
2822	prospective
6300	prospective technologique
2823	prostitution
3057	protection civile
2824	protection contre le bruit
3305	protection de la famille
2826	protection de la faune
2827	protection de la flore
5219	protection de la forêt
2828	protection de la vie privée
3919	protection de l'enfance
2825	protection de l'environnement
2830	protection des animaux
2831	protection des associés
2832	protection des communications
5181	protection des données
6398	protection des eaux
2833	protection des libertés
2834	protection des minorités
8455	protection des témoins  [V4.3]
2835	protection diplomatique
2836	protection du consommateur
3142	protection du littoral
2839	protection du marché
2840	protection du patrimoine
2841	protection du paysage
2842	protection du sol
2843	protection maternelle et infantile
2844	protectionnisme
2845	protéine animale
2846	protéine de synthèse
2847	protéine du lait
2849	protéine végétale
5165	protestantisme
6884	protocole
4031	protocole CE
2850	protocole d'accord
7935	protocole diplomatique
5827	protocole financier
2851	protocole sucre
2852	prototype
2853	Provence-Alpes-Côte d'Azur
2854	province
5246	province autonome de Bolzano
5247	province autonome de Trente
2061	province d'Anvers
5036	province de Brabant flamand
5038	province de Brabant wallon
1027	province de Flandre occidentale
1028	province de Flandre orientale
1651	province de Liège
1713	province de Luxembourg
2028	province de Namur
1227	province du Hainaut
1661	province du Limbourg
4094	psychanalyse
2855	psychiatrie
2856	psychologie
2857	psychologie du travail
2287	PTOM des Pays-Bas
3778	PTOM du Royaume-Uni
1087	PTOM français
2859	publication
5828	publication assistée par ordinateur
2860	publication communautaire
2861	publication de la loi
2862	publicité
2863	publicité abusive
6134	publicité comparative
2864	publicité des comptes
5829	publicité des débats
233	publicité des prix
2865	publicité des tarifs
7947	publicité électronique non sollicitée
6376	purification ethnique
2866	Qatar
6351	qualification obsolète
2868	qualification professionnelle
2870	qualité de la vie
6763	qualité de l'enseignement
2869	qualité de l'environnement
2871	qualité du produit
2872	quantité débarquée
5117	questeur
5135	questeur PE
3499	question arménienne
5830	question de confiance
8354	question de Kaliningrad  [V4.3]
5126	question de la Cisjordanie
3501	question de la Palestine
8355	question de la Tchétchénie  [V4.3]
8356	question du Cachemire  [V4.3]
8357	question du Kosovo  [V4.3]
3500	question du Kurdistan
5831	question du Tibet
2874	question écrite
3476	question internationale
2875	question orale
2876	question parlementaire
5832	question préjudicielle
3827	quincaillerie
2878	quorum
2974	quota agricole
2879	quota de pêche
3633	quota de production
3108	quota de transport
2880	quotient électoral
6753	rachat d'entreprise
2881	racisme
2882	radioactivité
5338	radiobiologie
2883	radiodiffusion
2884	radioprotection
2886	raffinage du pétrole
2887	raffinage du sucre
2988	rage
2888	raisin
2889	raison sociale
2890	rapatriement de capitaux
2891	rapport
2892	rapport agriculture-commerce
2893	rapport agriculture-industrie
2894	rapport d'activité
2895	rapport de commission
2896	rapport de recherche
2897	rapprochement des législations
2898	rapprochement des politiques
2901	ratification d'accord
2902	ratio
5287	rayonnement ionisant
6747	rayonnement non ionisant
2903	réacteur nucléaire
6356	réaffectation professionnelle
6261	réalité virtuelle
2905	réarmement
2906	réassurance
2907	recensement
6316	recensement agricole
2908	recensement de population
2910	récession économique
2911	recette
2912	recette d'exportation
2913	recevabilité
2914	recherche
2915	recherche agronomique
2916	recherche appliquée
3669	recherche dans l'entreprise
2918	recherche documentaire
2917	recherche énergétique
5237	recherche et développement
3670	recherche fondamentale
2920	recherche forestière
2921	recherche halieutique
2922	recherche industrielle
2923	recherche médicale
3671	recherche militaire
6703	recherche nucléaire
2924	recherche scientifique
5238	recherche spatiale
6305	recherche sur le terrain
2919	recherche sur l'environnement
3672	recherche universitaire
2925	récolte
2926	recommandation
4020	recommandation CE
2930	recommandation CECA
2931	recommandation CEEA
2927	recommandation communautaire
5833	reconduction d'accord
2932	reconnaissance des diplômes
5178	reconnaissance des études
6099	reconnaissance des qualifications professionnelles
8457	reconnaissance d'État  [V4.3]
6190	reconnaissance optique de caractères
2933	reconstruction économique
2934	reconversion à l'horticulture
2935	reconversion de troupeau
2937	reconversion lait-viande
2938	reconversion productive
2904	reconversion professionnelle
2939	recours administratif
5834	recours au Médiateur CE
5835	recours contentieux administratif
5836	recours contentieux communautaire
5145	recours des particuliers
3979	recours du personnel
2940	recours en annulation
5837	recours en annulation CE
2941	recours en carence
2942	recours en manquement
5838	recours en responsabilité administrative
3978	recours en responsabilité CE
2943	recrutement
2945	récupération de l'énergie
8458	récusation  [V4.3]
2946	recyclage de capitaux
2947	recyclage des déchets
3532	recyclage professionnel
6892	rédaction législative
5839	redevance environnementale
3072	redistribution du revenu
6400	réduction des émissions de gaz
2949	réduction des forces
3555	réduction des salaires
2953	réduction du temps de travail
2957	réduction tarifaire
2959	réescompte
2960	réévaluation
2961	réexportation
2964	référé
2966	référendum
2968	réforme administrative
2970	réforme agraire
2969	réforme de la PAC
2973	réforme de l'enseignement
5840	réforme économique
6890	réforme électorale
6343	réforme fiscale
2978	réforme foncière
4181	réforme institutionnelle
2982	réforme judiciaire
5841	réforme politique
3788	refroidissement du réacteur
2986	réfugié
2991	réfugié politique
2998	refus de vente
2993	refus d'offre
3002	régime autoritaire
